Protein identifier	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
gb|AAB05623.1|ARO:3002932|vanSB	vanS	VanB-type vancomycin resistance histidine kinase VanS	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	447	447	100.00	100.00	447	WP_002368696.1	VanB-type vancomycin resistance histidine kinase VanS	NF033090.1	VanB-type vancomycin resistance histidine kinase VanS
gb|AAB05624.1|ARO:3002956|vanYB	vanY-B	D-Ala-D-Ala carboxypeptidase VanY-B	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	268	268	100.00	100.00	268	WP_002368695.1	D-Ala-D-Ala carboxypeptidase VanY-B	NF000473.1	VanY-B/VanY-G family D-Ala-D-Ala carboxypeptidase
gb|AAB05625.1|ARO:3002964|vanWB	vanW	glycopeptide resistance accessory protein VanW-B	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	275	275	100.00	100.00	275	WP_002368694.1	glycopeptide resistance accessory protein VanW-B	NF033122.1	glycopeptide resistance accessory protein VanW-B
gb|AAB05626.1|ARO:3002943|vanHB	vanH-B	D-lactate dehydrogenase VanH-B	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	323	323	100.00	100.00	323	WP_099156040.1	D-lactate dehydrogenase VanH-B	NF000492.1	D-lactate dehydrogenase VanH
gb|AAB05628.1|ARO:3002950|vanXB	vanX-B	D-Ala-D-Ala dipeptidase VanX-B	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	202	202	100.00	100.00	202	WP_063856770.1	D-Ala-D-Ala dipeptidase VanX-B	NF033115.1	D-Ala-D-Ala dipeptidase VanX
gb|AAB05874.1|ARO:3001410|OXA-15	blaOXA-15	OXA-2 family class D extended-spectrum beta-lactamase OXA-15	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_063861048.1	OXA-2 family class D extended-spectrum beta-lactamase OXA-15	NF000267.2	OXA-2 family class D beta-lactamase
gb|AAB17891.1|ARO:3003001|CfxA	cfxA	class A broad-spectrum beta-lactamase CfxA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	321	321	100.00	100.00	321	WP_063843237.1	class A broad-spectrum beta-lactamase CfxA	NF033100.1	CfxA family class A broad-spectrum beta-lactamase
gb|AAB19430.2|ARO:3002242|CARB-3	blaPSE	PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-3	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	304	288	100.00	100.00	288	WP_063859105.1	PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-3	NF000480.2	PSE family carbenicillin-hydrolyzing class A beta-lactamase
gb|AAB21326.1|ARO:3002651|APH(3')-Vc	aph(3')-Vc	aminoglycoside O-phosphotransferase APH(3')-Vc	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTP	264	264	100.00	100.00	264	WP_063842179.1	aminoglycoside O-phosphotransferase APH(3')-Vc	NF032897.1	APH(3')-V family aminoglycoside O-phosphotransferase
gb|AAB23649.1|ARO:3004460|Vibrio	catA	type A-14 chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTP	216	216	100.00	100.00	216	WP_032488555.1	type A-14 chloramphenicol O-acetyltransferase	NF000491.1	type A chloramphenicol O-acetyltransferase
gb|AAB28795.1|ARO:3000178|tet(K)	tet(K)	tetracycline efflux MFS transporter Tet(K)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	459	459	100.00	100.00	459	WP_000492283.1	tetracycline efflux MFS transporter Tet(K)	NF012183.0	tetracycline efflux MFS transporter Tet(K)
gb|AAB36568.1|ARO:3002700|cmlv	cmlV	chloramphenicol efflux MFS transporter CmlV	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTP	436	412	100.00	100.00	412	WP_063844229.1	chloramphenicol efflux MFS transporter CmlV	NF012199.0	chloramphenicol efflux MFS transporter CmlV
gb|AAB37395.2|ARO:3001068|SHV-9	blaSHV-9	class A beta-lactamase SHV-9	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	285	285	100.00	100.00	285	WP_032488887.1	class A beta-lactamase SHV-9	NF000285.3	SHV family class A beta-lactamase
gb|AAB39956.1|ARO:3000979|TEM-116	blaTEM-116	class A broad-spectrum beta-lactamase TEM-116	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_000027050.1	class A broad-spectrum beta-lactamase TEM-116	NF000531.2	TEM family class A beta-lactamase
gb|AAB41059.1|ARO:3002884|iri	iri	rifampin monooxygenase Iri	core	AMR	AMR	RIFAMYCIN	RIFAMPIN	EXACTP	479	479	100.00	100.00	479	WP_063851318.1	rifampin monooxygenase Iri	NF000343.1	rifampin monooxygenase Iri
gb|AAB41701.1|ARO:3002526|AAC(2')-Id	aac(2')-Id	aminoglycoside N-acetyltransferase AAC(2')-Id	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/TOBRAMCYIN	EXACTP	210	210	100.00	100.00	210	WP_011726942.1	aminoglycoside N-acetyltransferase AAC(2')-Id	NF000042.1	aminoglycoside N-acetyltransferase AAC(2')-Id
gb|AAB49832.1|ARO:3002636|APH(2'')-IIIa	aph(2'')-IIIa	aminoglycoside O-phosphotransferase APH(2'')-IIIa	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTP	306	306	100.00	100.00	306	WP_018659526.1	aminoglycoside O-phosphotransferase APH(2'')-IIIa	NF000044.2	aminoglycoside O-phosphotransferase APH(2'')-IIIa
gb|AAB51384.1|ARO:3001067|SHV-8	blaSHV-8	class A extended-spectrum beta-lactamase SHV-8	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_063864710.1	class A extended-spectrum beta-lactamase SHV-8	NF000285.3	SHV family class A beta-lactamase
gb|AAB51421.1|ARO:3002686|catP	catP	type A-11 chloramphenicol O-acetyltransferase CatP	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTP	207	207	100.00	100.00	207	WP_002570989.1	type A-11 chloramphenicol O-acetyltransferase CatP	NF000491.1	type A chloramphenicol O-acetyltransferase
gb|AAB51440.1|ARO:3002824|ErmV	erm(V)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(V)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTP	259	259	100.00	100.00	259	WP_063844868.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(V)	NF000047.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(V)
gb|AAB53259.1|ARO:3002671|Lactobacillus	cat-TC	type A-9 chloramphenicol O-acetyltransferase Cat-TC	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTP	238	238	100.00	100.00	238	WP_032488880.1	type A-9 chloramphenicol O-acetyltransferase Cat-TC	NF000491.1	type A chloramphenicol O-acetyltransferase
gb|AAB53445.1|ARO:3002897|SAT-4	sat4	streptothricin N-acetyltransferase Sat4	core	AMR	AMR	STREPTOTHRICIN	STREPTOTHRICIN	EXACTP	180	180	100.00	100.00	180	WP_063854934.1	streptothricin N-acetyltransferase Sat4	NF000360.1	streptothricin N-acetyltransferase Sat4
gb|AAB58447.1|ARO:3002662|APH(9)-Ia	aph(9)-Ia	aminoglycoside O-phosphotransferase APH(9)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN	EXACTP	331	331	100.00	100.00	331	WP_038839037.1	aminoglycoside O-phosphotransferase APH(9)-Ia	NF000052.4	aminoglycoside O-phosphotransferase APH(9)-Ia
gb|AAB58555.1|ARO:3001413|OXA-18	blaOXA-18	class D extended-spectrum beta-lactamase OXA-18	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_063861237.1	class D extended-spectrum beta-lactamase OXA-18	NF000270.1	class D beta-lactamase
gb|AAB59082.1|ARO:3001397|OXA-2	blaOXA-2	oxacillin-hydrolyzing class D beta-lactamase OXA-2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_001007673.1	oxacillin-hydrolyzing class D beta-lactamase OXA-2	NF000267.2	OXA-2 family class D beta-lactamase
gb|AAB63533.1|ARO:3002556|AAC(6')-Ii	aac(6')-Ii	aminoglycoside N-acetyltransferase AAC(6')-Ii	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	ALLELEP	182	182	100.00	100.00	182	WP_008265821.1	aminoglycoside N-acetyltransferase AAC(6')-Ii	NF000165.3	aminoglycoside 6'-N-acetyltransferase
gb|AAB66655.1|ARO:3002663|APH(9)-Ib	aph(9)-Ib	aminoglycoside O-phosphotransferase APH(9)-Ib	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN	EXACTP	330	330	100.00	100.00	330	WP_063842186.1	aminoglycoside O-phosphotransferase APH(9)-Ib	NF000029.2	aminoglycoside O-phosphotransferase APH(9)-Ib
gb|AAB81957.1|ARO:3004784|FAR-1	blaFAR	FAR family class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	297	310	95.81	100.00	297	WP_070064531.1	class A extended-spectrum beta-lactamase FAR-1	NF033103.1	class A beta-lactamase
gb|AAB84282.1|ARO:3000181|tet(V)	tet(V)	tetracycline efflux MFS transporter Tet(V)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	419	419	100.00	100.00	419	WP_003896589.1	tetracycline efflux MFS transporter Tet(V)	NF012178.0	tetracycline efflux MFS transporter Tet(V)
gb|AAB95639.1|ARO:3000118|vgaB	vga(B)	ABC-F type ribosomal protection protein Vga(B)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	EXACTP	552	552	100.00	100.00	552	WP_032490156.1	ABC-F type ribosomal protection protein Vga(B)	NF000170.1	Vga family ABC-F type ribosomal protection protein
gb|AAB97924.1|ARO:3001411|OXA-16	blaOXA	OXA-10 family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	257	266	96.62	99.61	257	WP_064056056.1	OXA-10 family oxacillin-hydrolyzing class D extended-spectrum beta-lactamase OXA-14	NF000386.2	OXA-10 family class D beta-lactamase
gb|AAC05822.1|ARO:3002846|arr-1	arr	NAD(+)--rifampin ADP-ribosyltransferase	core	AMR	AMR	RIFAMYCIN	RIFAMYCIN	EXACTP	143	143	100.00	100.00	143	WP_063842202.1	NAD(+)--rifampin ADP-ribosyltransferase	NF000318.1	NAD(+)--rifampin ADP-ribosyltransferase
gb|AAC05975.1|ARO:3000929|TEM-60	blaTEM-60	class A extended-spectrum beta-lactamase TEM-60	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_032489150.1	class A extended-spectrum beta-lactamase TEM-60	NF000531.2	TEM family class A beta-lactamase
gb|AAC09012.1|ARO:3002243|CARB-4	blaCARB-4	PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-4	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	288	288	100.00	100.00	288	WP_032489168.1	PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-4	NF000480.2	PSE family carbenicillin-hydrolyzing class A beta-lactamase
gb|AAC09015.1|ARO:3002481|AER-1	blaAER-1	carbenicillin-hydrolyzing class A beta-lactamase AER-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	304	304	100.00	100.00	304	WP_063857819.1	carbenicillin-hydrolyzing class A beta-lactamase AER-1	NF033103.1	class A beta-lactamase
gb|AAC14693.1|ARO:3002637|APH(2'')-IVa	aph(2'')-IVa	aminoglycoside O-phosphotransferase APH(2'')-IVa	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTP	301	301	100.00	100.00	301	WP_021401024.1	aminoglycoside O-phosphotransferase APH(2'')-IVa	NF000076.3	APH(2'')-Ie/IVa family aminoglycoside O-phosphotransferase
gb|AAC14728.1|ARO:3002603|aadA3	aadA3	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA3	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	263	263	100.00	100.00	263	WP_063840441.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA3	NF033127.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA3
gb|AAC15074.1|ARO:3001412|OXA-17	blaOXA	OXA-10 family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	257	266	96.62	100.00	257	WP_032491804.1	OXA-10 family oxacillin-hydrolyzing class D extended-spectrum beta-lactamase OXA-17	NF000386.2	OXA-10 family class D beta-lactamase
gb|AAC23556.1|ARO:3002660|APH(6)-Id	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	278	278	100.00	100.00	278	WP_063842183.1	aminoglycoside O-phosphotransferase APH(6)-Id	NF012171.0	APH(6)-I family aminoglycoside O-phosphotransferase
gb|AAC25500.1|ARO:3002560|AAC(6')-Iq	aac(6')-Iq	aminoglycoside 6'-N-acetyltransferase AAC(6')-Iq	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	EXACTP	183	183	100.00	100.00	183	WP_032489188.1	aminoglycoside 6'-N-acetyltransferase AAC(6')-Iq	NF033078.2	AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase
gb|AAC32025.1|ARO:3002650|APH(3')-Vb	aph(3')-Vb	aminoglycoside O-phosphotransferase APH(3')-Vb	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTP	263	263	100.00	100.00	263	WP_063842177.1	aminoglycoside O-phosphotransferase APH(3')-Vb	NF032897.1	APH(3')-V family aminoglycoside O-phosphotransferase
gb|AAC32026.1|ARO:3002823|ErmH	erm(H)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(H)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTP	299	299	100.00	100.00	299	WP_063844794.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(H)	NF000337.1	ErmE/ErmH/ErmO/ErmR family 23S rRNA (adenine(2058)-N(6))-methyltransferase
gb|AAC32027.1|ARO:3002817|carA	car(A)	ABC-F type ribosomal protection protein Car(A)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTP	551	551	100.00	100.00	551	WP_063843207.1	ABC-F type ribosomal protection protein Car(A)	NF000166.1	ABC-F type ribosomal protection protein Car(A)
gb|AAC32889.2|ARO:3000912|TEM-43	blaTEM-43	class A extended-spectrum beta-lactamase TEM-43	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_063864912.1	class A extended-spectrum beta-lactamase TEM-43	NF000531.2	TEM family class A beta-lactamase
gb|AAC32890.1|ARO:3001868|CTX-M-5	blaCTX-M-5	class A extended-spectrum beta-lactamase CTX-M-5	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	291	291	100.00	100.00	291	WP_032072602.1	class A extended-spectrum beta-lactamase CTX-M-5	NF033089.1	CTX-M family class A extended-spectrum beta-lactamase
gb|AAC32891.1|ARO:3000898|TEM-28	blaTEM-28	class A extended-spectrum beta-lactamase TEM-28	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_063864909.1	class A extended-spectrum beta-lactamase TEM-28	NF000531.2	TEM family class A beta-lactamase
gb|AAC36883.1|ARO:3000896|TEM-26	blaTEM	TEM family class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	269	286	94.06	100.00	269	WP_047028173.1	class A extended-spectrum beta-lactamase TEM-26	NF000531.2	TEM family class A beta-lactamase
gb|AAC36915.1|ARO:3000593|ErmQ	erm(Q)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(Q)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTP	257	257	100.00	100.00	257	WP_007286427.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(Q)	NF000499.1	23S ribosomal RNA methyltransferase Erm
gb|AAC37034.1|ARO:3000522|ErmG	erm(G)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(G)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTP	244	244	100.00	100.00	244	WP_063844787.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(G)	NF000499.1	23S ribosomal RNA methyltransferase Erm
gb|AAC41391.1|ARO:3002555|AAC(6')-Ih	aac(6')-Ih	aminoglycoside N-acetyltransferase AAC(6')-Ih	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	ALLELEP	146	146	100.00	100.00	146	WP_016541245.1	aminoglycoside N-acetyltransferase AAC(6')-Ih	NF000224.3	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
gb|AAC41392.1|ARO:3002557|AAC(6')-Ij	aac(6')-Ij	aminoglycoside N-acetyltransferase AAC(6')-Ij	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	ALLELEP	146	146	100.00	100.00	146	WP_016651650.1	aminoglycoside N-acetyltransferase AAC(6')-Ij	NF000224.3	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
gb|AAC41449.1|ARO:3001398|OXA-3	blaOXA-3	OXA-2 family oxacillin-hydrolyzing class D beta-lactamase OXA-3	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_063862540.1	OXA-2 family oxacillin-hydrolyzing class D beta-lactamase OXA-3	NF000267.2	OXA-2 family class D beta-lactamase
gb|AAC44793.1|ARO:3002524|AAC(2')-Ib	aac(2')-Ib	aminoglycoside N-acetyltransferase AAC(2')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/TOBRAMCYIN	EXACTP	195	195	100.00	100.00	195	WP_003881640.1	aminoglycoside N-acetyltransferase AAC(2')-Ib	NF000010.1	aminoglycoside N-acetyltransferase AAC(2')-Ib
gb|AAC45086.2|ARO:3001821|ACT-1	blaACT-1	cephalosporin-hydrolyzing class C beta-lactamase ACT-1	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_063857727.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-1	NF000385.4	ACT family cephalosporin-hydrolyzing class C beta-lactamase
gb|AAC45805.1|ARO:3002702|cmrA	cmrA	chloramphenicol efflux MFS transporter CmrA	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTP	391	391	100.00	100.00	391	WP_063844243.1	chloramphenicol efflux MFS transporter CmrA	NF033135.1	Cmx/CmrA family chloramphenicol efflux MFS transporter
gb|AAC46343.1|ARO:3002581|AAC(6')-Ib10	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	BLASTP	203	184	100.00	99.46	184	WP_032488579.1	aminoglycoside N-acetyltransferase AAC(6')-Ib3	NF033074.0	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
gb|AAC46344.1|ARO:3001408|OXA-13	blaOXA-13	OXA-10 family oxacillin-hydrolyzing class D beta-lactamase OXA-13	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	266	266	100.00	100.00	266	WP_063861035.1	OXA-10 family oxacillin-hydrolyzing class D beta-lactamase OXA-13	NF000386.2	OXA-10 family class D beta-lactamase
gb|AAC61670.1|ARO:3001308|VgbB	vgb(B)	streptogramin B lyase Vgb(B)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTP	295	295	100.00	100.00	295	WP_032489341.1	streptogramin B lyase Vgb(B)	NF000096.1	streptogramin B lyase Vgb(B)
gb|AAC61671.1|ARO:3002842|vatC	vat(C)	streptogramin A O-acetyltransferase Vat(C)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTP	212	212	100.00	100.00	212	WP_032489342.1	streptogramin A O-acetyltransferase Vat(C)	NF000097.1	streptogramin A O-acetyltransferase Vat(C)
gb|AAC64365.1|ARO:3000230|ANT(2'')-Ia	ant(2'')-Ia	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTP	177	177	100.00	100.00	177	WP_000381802.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	NF000064.3	aminoglycoside nucleotidyltransferase ANT(2'')-Ia
gb|AAC64366.1|ARO:3002847|arr-2	arr-2	NAD(+)--rifampin ADP-ribosyltransferase Arr-2	core	AMR	AMR	RIFAMYCIN	RIFAMYCIN	ALLELEP	150	150	100.00	100.00	150	WP_000237816.1	NAD(+)--rifampin ADP-ribosyltransferase Arr-2	NF033144.1	NAD(+)--rifampin ADP-ribosyltransferase
gb|AAC69327.1|ARO:3000598|Erm(31)	erm(31)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(31)	core	AMR	AMR	MACROLIDE	ERYTHROMYCIN	EXACTP	322	322	100.00	100.00	322	WP_063844492.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(31)	NF000499.1	23S ribosomal RNA methyltransferase Erm
gb|AAC69328.1|ARO:3001265|Erm(30)	erm(30)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(30)	core	AMR	AMR	MACROLIDE	ERYTHROMYCIN	EXACTP	336	336	100.00	100.00	336	WP_055641627.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(30)	NF000499.1	23S ribosomal RNA methyltransferase Erm
gb|AAC72341.1|ARO:3000182|tet(Y)	tet(Y)	tetracycline efflux MFS transporter Tet(Y)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	391	391	100.00	100.00	391	WP_011931119.1	tetracycline efflux MFS transporter Tet(Y)	NF012188.1	tetracycline efflux MFS transporter Tet(Y)
gb|AAC72362.1|ARO:3000882|TEM-10	blaTEM-10	class A extended-spectrum beta-lactamase TEM-10	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_000027061.1	class A extended-spectrum beta-lactamase TEM-10	NF000531.2	TEM family class A beta-lactamase
gb|AAC78336.1|ARO:3002826|EreA2	ere(A)	EreA family erythromycin esterase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTP	408	408	100.00	100.00	408	WP_021566672.1	EreA family erythromycin esterase	NF000208.1	EreA family erythromycin esterase
gb|AAC98092.2|ARO:3001075|SHV-16	blaSHV-16	class A extended-spectrum beta-lactamase SHV-16	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	291	291	100.00	100.00	291	WP_063864646.1	class A extended-spectrum beta-lactamase SHV-16	NF000285.3	SHV family class A beta-lactamase
gb|AAD01868.1|ARO:3002867|dfrF	dfrF	trimethoprim-resistant dihydrofolate reductase DfrF	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTP	164	164	100.00	100.00	164	WP_002322211.1	trimethoprim-resistant dihydrofolate reductase DfrF	NF000333.1	trimethoprim-resistant dihydrofolate reductase DfrF
gb|AAD02244.1|ARO:3002580|AAC(6')-Ib9	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	BLASTP	203	184	100.00	99.46	184	WP_003159191.1	aminoglycoside N-acetyltransferase AAC(6')-Ib4	NF033074.0	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
gb|AAD02245.1|ARO:3001414|OXA-19	blaOXA-19	OXA-10 family class D extended-spectrum beta-lactamase OXA-19	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	266	266	100.00	100.00	266	WP_063861309.1	OXA-10 family class D extended-spectrum beta-lactamase OXA-19	NF000386.2	OXA-10 family class D beta-lactamase
gb|AAD03490.1|ARO:3002561|AAC(6')-Ir	aac(6')-Ir	aminoglycoside N-acetyltransferase AAC(6')-Ir	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	ALLELEP	146	146	100.00	100.00	146	WP_063840327.1	aminoglycoside N-acetyltransferase AAC(6')-Ir	NF000224.3	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
gb|AAD03491.1|ARO:3002562|AAC(6')-Is	aac(6')-Is	aminoglycoside N-acetyltransferase AAC(6')-Is	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	ALLELEP	146	146	100.00	100.00	146	WP_063840328.1	aminoglycoside N-acetyltransferase AAC(6')-Is	NF000224.3	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
gb|AAD03492.1|ARO:3002564|AAC(6')-It	aac(6')-It	aminoglycoside N-acetyltransferase AAC(6')-It	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	ALLELEP	146	146	100.00	100.00	146	WP_063840329.1	aminoglycoside N-acetyltransferase AAC(6')-It	NF000224.3	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
gb|AAD03493.1|ARO:3002565|AAC(6')-Iu	aac(6')-Iu	aminoglycoside N-acetyltransferase AAC(6')-Iu	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	ALLELEP	146	146	100.00	100.00	146	WP_005208202.1	aminoglycoside N-acetyltransferase AAC(6')-Iu	NF000224.3	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
gb|AAD03494.1|ARO:3002566|AAC(6')-Iv	aac(6')-Iv	aminoglycoside N-acetyltransferase AAC(6')-Iv	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	ALLELEP	146	146	100.00	100.00	146	WP_004652049.1	aminoglycoside N-acetyltransferase AAC(6')-Iv	NF000224.3	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
gb|AAD03495.1|ARO:3002567|AAC(6')-Iw	aac(6')-Iw	aminoglycoside N-acetyltransferase AAC(6')-Iw	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	ALLELEP	146	146	100.00	100.00	146	WP_005296085.1	aminoglycoside N-acetyltransferase AAC(6')-Iw	NF000224.3	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
gb|AAD03496.1|ARO:3002568|AAC(6')-Ix	aac(6')-Ix	aminoglycoside N-acetyltransferase AAC(6')-Ix	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	ALLELEP	146	146	100.00	100.00	146	WP_063840330.1	aminoglycoside N-acetyltransferase AAC(6')-Ix	NF000224.3	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
