Accession	family	query_name	Resfams_description
MB-RF011	Aminoglycoside	1028080873|WP_063840256.1|1|1|aac(3)-I|aac(3)-I|acetyltransferase|AAC(3)-I_family_aminoglycoside_3-N-acetyltransferase	Determinant of Aminoglycoside Resistance	15.0
MB-RF002	AAC3	1028080874|WP_063840257.1|1|1|aac(3)-I|aac(3)-I|acetyltransferase|AAC(3)-I_family_aminoglycoside_3-N-acetyltransferase	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	108.4
MB-RF003	AAC3-I	1028080874|WP_063840257.1|1|1|aac(3)-I|aac(3)-I|acetyltransferase|AAC(3)-I_family_aminoglycoside_3-N-acetyltransferase	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	108.4
MB-RF011	Aminoglycoside	1028080874|WP_063840257.1|1|1|aac(3)-I|aac(3)-I|acetyltransferase|AAC(3)-I_family_aminoglycoside_3-N-acetyltransferase	Determinant of Aminoglycoside Resistance	15.9
MB-RF002	AAC3	1028080875|WP_063840258.1|1|1|aac(3)-I|aac(3)-I|acetyltransferase|AAC(3)-I_family_aminoglycoside_3-N-acetyltransferase	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	110.8
MB-RF003	AAC3-I	1028080875|WP_063840258.1|1|1|aac(3)-I|aac(3)-I|acetyltransferase|AAC(3)-I_family_aminoglycoside_3-N-acetyltransferase	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	110.8
MB-RF011	Aminoglycoside	1028080875|WP_063840258.1|1|1|aac(3)-I|aac(3)-I|acetyltransferase|AAC(3)-I_family_aminoglycoside_3-N-acetyltransferase	Determinant of Aminoglycoside Resistance	17.0
MB-RF002	AAC3	1028080876|WP_063840259.1|1|1|aac(3)-I|aac(3)-I|acetyltransferase|AAC(3)-I_family_aminoglycoside_3-N-acetyltransferase	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	107.5
MB-RF003	AAC3-I	1028080876|WP_063840259.1|1|1|aac(3)-I|aac(3)-I|acetyltransferase|AAC(3)-I_family_aminoglycoside_3-N-acetyltransferase	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	107.5
MB-RF011	Aminoglycoside	1028080876|WP_063840259.1|1|1|aac(3)-I|aac(3)-I|acetyltransferase|AAC(3)-I_family_aminoglycoside_3-N-acetyltransferase	Determinant of Aminoglycoside Resistance	14.4
MB-RF002	AAC3	1028080877|WP_063840260.1|1|1|aac(3)-I|aac(3)-I|acetyltransferase|AAC(3)-I_family_aminoglycoside_3-N-acetyltransferase	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	46.5
MB-RF002	AAC3	1028080878|WP_063840261.1|1|1|aac(3)-IIIa|aac(3)-IIIa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IIIa	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	358.9
MB-RF003	AAC3-I	1028080878|WP_063840261.1|1|1|aac(3)-IIIa|aac(3)-IIIa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IIIa	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	358.9
MB-RF011	Aminoglycoside	1028080878|WP_063840261.1|1|1|aac(3)-IIIa|aac(3)-IIIa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IIIa	Determinant of Aminoglycoside Resistance	69.5
MB-RF002	AAC3	1028080880|WP_063840263.1|1|1|aac(3)-IIIc|aac(3)-IIIc|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IIIc	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	355.6
MB-RF003	AAC3-I	1028080880|WP_063840263.1|1|1|aac(3)-IIIc|aac(3)-IIIc|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IIIc	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	355.6
MB-RF011	Aminoglycoside	1028080880|WP_063840263.1|1|1|aac(3)-IIIc|aac(3)-IIIc|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IIIc	Determinant of Aminoglycoside Resistance	60.1
MB-RF002	AAC3	1028080881|WP_063840264.1|1|1|aac(3)-IIa|aac(3)-IIa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IIa	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	424.7
MB-RF003	AAC3-I	1028080881|WP_063840264.1|1|1|aac(3)-IIa|aac(3)-IIa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IIa	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	424.7
MB-RF011	Aminoglycoside	1028080881|WP_063840264.1|1|1|aac(3)-IIa|aac(3)-IIa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IIa	Determinant of Aminoglycoside Resistance	84.5
MB-RF002	AAC3	1028080882|WP_063840265.1|1|1|aac(3)-IIa|aac(3)-IIa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IIa	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	429.2
MB-RF003	AAC3-I	1028080882|WP_063840265.1|1|1|aac(3)-IIa|aac(3)-IIa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IIa	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	429.2
MB-RF011	Aminoglycoside	1028080882|WP_063840265.1|1|1|aac(3)-IIa|aac(3)-IIa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IIa	Determinant of Aminoglycoside Resistance	93.1
MB-RF002	AAC3	1028080883|WP_063840266.1|1|1|aac(3)-IIc|aac(3)-II|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IIc	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	427.3
MB-RF003	AAC3-I	1028080883|WP_063840266.1|1|1|aac(3)-IIc|aac(3)-II|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IIc	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	427.3
MB-RF011	Aminoglycoside	1028080883|WP_063840266.1|1|1|aac(3)-IIc|aac(3)-II|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IIc	Determinant of Aminoglycoside Resistance	84.6
MB-RF002	AAC3	1028080884|WP_063840267.1|1|1|aac(3)-IIe|aac(3)-IIe|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IIe	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	426.4
MB-RF003	AAC3-I	1028080884|WP_063840267.1|1|1|aac(3)-IIe|aac(3)-IIe|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IIe	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	426.4
MB-RF011	Aminoglycoside	1028080884|WP_063840267.1|1|1|aac(3)-IIe|aac(3)-IIe|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IIe	Determinant of Aminoglycoside Resistance	90.5
MB-RF002	AAC3	1028080885|WP_063840268.1|1|1|aac(3)-IVa|aac(3)-IVa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IVa	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	268.4
MB-RF003	AAC3-I	1028080885|WP_063840268.1|1|1|aac(3)-IVa|aac(3)-IVa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IVa	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	268.4
MB-RF002	AAC3	1028080886|WP_063840269.1|1|1|aac(3)-IXa|aac(3)-IXa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IXa	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	386.7
MB-RF003	AAC3-I	1028080886|WP_063840269.1|1|1|aac(3)-IXa|aac(3)-IXa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IXa	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	386.7
MB-RF011	Aminoglycoside	1028080886|WP_063840269.1|1|1|aac(3)-IXa|aac(3)-IXa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IXa	Determinant of Aminoglycoside Resistance	67.6
MB-RF002	AAC3	1028080887|WP_063840270.1|1|1|aac(3)-VIII|aac(3)-VIII|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-VIII	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	409.7
MB-RF003	AAC3-I	1028080887|WP_063840270.1|1|1|aac(3)-VIII|aac(3)-VIII|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-VIII	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	409.7
MB-RF011	Aminoglycoside	1028080887|WP_063840270.1|1|1|aac(3)-VIII|aac(3)-VIII|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-VIII	Determinant of Aminoglycoside Resistance	90.6
MB-RF002	AAC3	1028080888|WP_063840271.1|1|1|aac(3)-VIII|aac(3)-VIII|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-VIII	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	400.8
MB-RF003	AAC3-I	1028080888|WP_063840271.1|1|1|aac(3)-VIII|aac(3)-VIII|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-VIII	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	400.8
MB-RF011	Aminoglycoside	1028080888|WP_063840271.1|1|1|aac(3)-VIII|aac(3)-VIII|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-VIII	Determinant of Aminoglycoside Resistance	87.8
MB-RF002	AAC3	1028080889|WP_063840272.1|1|1|aac(3)-VIIa|aac(3)-VIIa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-VIIa	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	401.7
MB-RF003	AAC3-I	1028080889|WP_063840272.1|1|1|aac(3)-VIIa|aac(3)-VIIa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-VIIa	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	401.7
MB-RF011	Aminoglycoside	1028080889|WP_063840272.1|1|1|aac(3)-VIIa|aac(3)-VIIa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-VIIa	Determinant of Aminoglycoside Resistance	94.8
MB-RF002	AAC3	1028080890|WP_063840273.1|1|1|aac(3)-VIa|aac(3)-VIa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-VIa	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	393.1
MB-RF003	AAC3-I	1028080890|WP_063840273.1|1|1|aac(3)-VIa|aac(3)-VIa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-VIa	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	393.1
MB-RF011	Aminoglycoside	1028080890|WP_063840273.1|1|1|aac(3)-VIa|aac(3)-VIa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-VIa	Determinant of Aminoglycoside Resistance	79.6
MB-RF004	AAC6-I	1028080891|WP_063840274.1|1|1|aac(6')-I30|aac(6')_Ia_fam|acetyltransferase|aminoglycoside_6'-N-acetyltransferase_AAC(6')-I30	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	87.3
MB-RF011	Aminoglycoside	1028080891|WP_063840274.1|1|1|aac(6')-I30|aac(6')_Ia_fam|acetyltransferase|aminoglycoside_6'-N-acetyltransferase_AAC(6')-I30	Determinant of Aminoglycoside Resistance	28.2
MB-RF004	AAC6-I	1028080892|WP_063840275.1|1|1|aacA40|aacA40|acetyltransferase|aminoglycoside_6'-N-acetyltransferase_AacA40	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	218.1
MB-RF011	Aminoglycoside	1028080892|WP_063840275.1|1|1|aacA40|aacA40|acetyltransferase|aminoglycoside_6'-N-acetyltransferase_AacA40	Determinant of Aminoglycoside Resistance	101.1
MB-RF005	AAC6-II	1028080893|WP_063840276.1|1|1|aac(6')-IIb|aac(6')-II|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6')-IIb	Aminoglycoside Acetyltransferase (AAC6-II) [ARO:3001208]	361.4
MB-RF004	AAC6-I	1028080893|WP_063840276.1|1|1|aac(6')-IIb|aac(6')-II|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6')-IIb	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	176.9
MB-RF011	Aminoglycoside	1028080893|WP_063840276.1|1|1|aac(6')-IIb|aac(6')-II|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6')-IIb	Determinant of Aminoglycoside Resistance	59.3
MB-RF004	AAC6-I	1028080895|WP_063840278.1|1|1|aac(6')-Iaf|aac(6')_Ia_fam|acetyltransferase|aminoglycoside_6'-N-acetyltransferase_AAC(6')-Iaf	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	90.3
MB-RF011	Aminoglycoside	1028080895|WP_063840278.1|1|1|aac(6')-Iaf|aac(6')_Ia_fam|acetyltransferase|aminoglycoside_6'-N-acetyltransferase_AAC(6')-Iaf	Determinant of Aminoglycoside Resistance	20.8
MB-RF004	AAC6-I	1028080896|WP_063840279.1|1|1|aac(6')-Iai|aac(6')_Ia_fam|acetyltransferase|aminoglycoside_6'-N-acetyltransferase_AAC(6')-Iai	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	80.2
MB-RF011	Aminoglycoside	1028080896|WP_063840279.1|1|1|aac(6')-Iai|aac(6')_Ia_fam|acetyltransferase|aminoglycoside_6'-N-acetyltransferase_AAC(6')-Iai	Determinant of Aminoglycoside Resistance	34.1
MB-RF004	AAC6-I	1028080897|WP_063840280.1|1|1|aac(6')-Ib|aac(6')-Ib|acetyltransferase|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	259.6
MB-RF011	Aminoglycoside	1028080897|WP_063840280.1|1|1|aac(6')-Ib|aac(6')-Ib|acetyltransferase|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	Determinant of Aminoglycoside Resistance	135.7
MB-RF004	AAC6-I	1028080898|WP_063840281.1|1|1|aac(6')-Ib|aac(6')-Ib|acetyltransferase|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	258.4
MB-RF011	Aminoglycoside	1028080898|WP_063840281.1|1|1|aac(6')-Ib|aac(6')-Ib|acetyltransferase|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	Determinant of Aminoglycoside Resistance	135.2
MB-RF004	AAC6-I	1028080899|WP_063840282.1|1|1|aac(6')-Ib|aac(6')-Ib|acetyltransferase|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	258.6
MB-RF011	Aminoglycoside	1028080899|WP_063840282.1|1|1|aac(6')-Ib|aac(6')-Ib|acetyltransferase|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	Determinant of Aminoglycoside Resistance	134.1
MB-RF004	AAC6-I	1028080900|WP_063840283.1|1|1|aac(6')-Ib|aac(6')-Ib|acetyltransferase|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	258.9
MB-RF011	Aminoglycoside	1028080900|WP_063840283.1|1|1|aac(6')-Ib|aac(6')-Ib|acetyltransferase|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	Determinant of Aminoglycoside Resistance	133.7
MB-RF004	AAC6-I	1028080936|WP_063840319.1|1|1|aac(6')-Ib|aac(6')-Ib|acetyltransferase|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	258.3
MB-RF011	Aminoglycoside	1028080936|WP_063840319.1|1|1|aac(6')-Ib|aac(6')-Ib|acetyltransferase|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	Determinant of Aminoglycoside Resistance	135.1
MB-RF004	AAC6-I	1028080937|WP_063840320.1|1|1|aac(6')-Ib-cr6|aac(6')-Ib-cr|acetyltransferase|fluoroquinolone-acetylating_aminoglycoside_6'-N-acetyltransferase_AAC(6')-Ib-cr6	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	253.1
MB-RF011	Aminoglycoside	1028080937|WP_063840320.1|1|1|aac(6')-Ib-cr6|aac(6')-Ib-cr|acetyltransferase|fluoroquinolone-acetylating_aminoglycoside_6'-N-acetyltransferase_AAC(6')-Ib-cr6	Determinant of Aminoglycoside Resistance	130.2
MB-RF004	AAC6-I	1028080938|WP_063840321.1|1|1|aac(6')-Ib-cr5|aac(6')-Ib-cr|acetyltransferase|fluoroquinolone-acetylating_aminoglycoside_6'-N-acetyltransferase_AAC(6')-Ib-cr5	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	255.4
MB-RF011	Aminoglycoside	1028080938|WP_063840321.1|1|1|aac(6')-Ib-cr5|aac(6')-Ib-cr|acetyltransferase|fluoroquinolone-acetylating_aminoglycoside_6'-N-acetyltransferase_AAC(6')-Ib-cr5	Determinant of Aminoglycoside Resistance	131.0
MB-RF004	AAC6-I	1028080940|WP_063840323.1|1|1|aac(6')-Ik|aac(6')_Acine|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6')-Ik	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	85.1
MB-RF004	AAC6-I	1028080944|WP_063840327.1|1|1|aac(6')-Ir|aac(6')_Acine|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6')-Ir	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	79.0
MB-RF011	Aminoglycoside	1028080944|WP_063840327.1|1|1|aac(6')-Ir|aac(6')_Acine|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6')-Ir	Determinant of Aminoglycoside Resistance	18.2
MB-RF004	AAC6-I	1028080945|WP_063840328.1|1|1|aac(6')-Is|aac(6')_Acine|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6')-Is	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	84.4
MB-RF011	Aminoglycoside	1028080945|WP_063840328.1|1|1|aac(6')-Is|aac(6')_Acine|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6')-Is	Determinant of Aminoglycoside Resistance	20.0
MB-RF004	AAC6-I	1028080946|WP_063840329.1|1|1|aac(6')-It|aac(6')_Acine|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6')-It	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	85.4
MB-RF011	Aminoglycoside	1028080946|WP_063840329.1|1|1|aac(6')-It|aac(6')_Acine|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6')-It	Determinant of Aminoglycoside Resistance	32.5
MB-RF004	AAC6-I	1028080947|WP_063840330.1|1|1|aac(6')-Ix|aac(6')_Acine|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6')-Ix	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	85.4
MB-RF011	Aminoglycoside	1028080947|WP_063840330.1|1|1|aac(6')-Ix|aac(6')_Acine|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6')-Ix	Determinant of Aminoglycoside Resistance	27.0
MB-RF014	ANT3	1028081032|WP_063840415.1|1|1|aadA11|aadA11|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA11	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	525.1
MB-RF012	ANT	1028081032|WP_063840415.1|1|1|aadA11|aadA11|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA11	Aminoglycoside Nucleotidyltransferase	510.1
MB-RF011	Aminoglycoside	1028081032|WP_063840415.1|1|1|aadA11|aadA11|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA11	Determinant of Aminoglycoside Resistance	460.3
MB-RF014	ANT3	1028081033|WP_063840416.1|1|1|aadA17|ant(3'')-Ia|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA17	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	513.2
MB-RF012	ANT	1028081033|WP_063840416.1|1|1|aadA17|ant(3'')-Ia|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA17	Aminoglycoside Nucleotidyltransferase	477.3
MB-RF011	Aminoglycoside	1028081033|WP_063840416.1|1|1|aadA17|ant(3'')-Ia|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA17	Determinant of Aminoglycoside Resistance	392.5
MB-RF014	ANT3	1028081052|WP_063840435.1|1|1|aadA21|aadA21|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA21	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	516.7
MB-RF012	ANT	1028081052|WP_063840435.1|1|1|aadA21|aadA21|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA21	Aminoglycoside Nucleotidyltransferase	488.3
MB-RF011	Aminoglycoside	1028081052|WP_063840435.1|1|1|aadA21|aadA21|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA21	Determinant of Aminoglycoside Resistance	401.2
MB-RF014	ANT3	1028081053|WP_063840436.1|1|1|aadA21|aadA21|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA21	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	516.4
MB-RF012	ANT	1028081053|WP_063840436.1|1|1|aadA21|aadA21|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA21	Aminoglycoside Nucleotidyltransferase	488.3
MB-RF011	Aminoglycoside	1028081053|WP_063840436.1|1|1|aadA21|aadA21|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA21	Determinant of Aminoglycoside Resistance	398.0
MB-RF014	ANT3	1028081058|WP_063840441.1|1|1|aadA3|aadA3|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA3	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	512.8
MB-RF012	ANT	1028081058|WP_063840441.1|1|1|aadA3|aadA3|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA3	Aminoglycoside Nucleotidyltransferase	479.2
MB-RF011	Aminoglycoside	1028081058|WP_063840441.1|1|1|aadA3|aadA3|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA3	Determinant of Aminoglycoside Resistance	388.4
MB-RF014	ANT3	1028081059|WP_063840442.1|1|1|aadA3|aadA3|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA3	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	514.3
MB-RF012	ANT	1028081059|WP_063840442.1|1|1|aadA3|aadA3|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA3	Aminoglycoside Nucleotidyltransferase	481.8
MB-RF011	Aminoglycoside	1028081059|WP_063840442.1|1|1|aadA3|aadA3|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA3	Determinant of Aminoglycoside Resistance	393.1
MB-RF014	ANT3	1028081060|WP_063840443.1|1|1|aadA4|aadA4|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA4	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	423.5
MB-RF012	ANT	1028081060|WP_063840443.1|1|1|aadA4|aadA4|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA4	Aminoglycoside Nucleotidyltransferase	365.7
MB-RF011	Aminoglycoside	1028081060|WP_063840443.1|1|1|aadA4|aadA4|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA4	Determinant of Aminoglycoside Resistance	285.8
MB-RF014	ANT3	1028081061|WP_063840444.1|1|1|aadA4|aadA4|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA4	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	423.7
MB-RF012	ANT	1028081061|WP_063840444.1|1|1|aadA4|aadA4|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA4	Aminoglycoside Nucleotidyltransferase	363.8
MB-RF011	Aminoglycoside	1028081061|WP_063840444.1|1|1|aadA4|aadA4|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA4	Determinant of Aminoglycoside Resistance	278.1
MB-RF014	ANT3	1028081071|WP_063840454.1|1|1|aadA6|aadA6|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA6	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	518.9
MB-RF012	ANT	1028081071|WP_063840454.1|1|1|aadA6|aadA6|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA6	Aminoglycoside Nucleotidyltransferase	503.2
MB-RF011	Aminoglycoside	1028081071|WP_063840454.1|1|1|aadA6|aadA6|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA6	Determinant of Aminoglycoside Resistance	456.4
MB-RF014	ANT3	1028081072|WP_063840455.1|1|1|aadA7|aadA7|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA7	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	480.3
MB-RF012	ANT	1028081072|WP_063840455.1|1|1|aadA7|aadA7|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA7	Aminoglycoside Nucleotidyltransferase	449.7
MB-RF011	Aminoglycoside	1028081072|WP_063840455.1|1|1|aadA7|aadA7|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA7	Determinant of Aminoglycoside Resistance	375.6
MB-RF014	ANT3	1028081073|WP_063840456.1|1|1|aadA7|aadA7|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA7	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	482.7
MB-RF012	ANT	1028081073|WP_063840456.1|1|1|aadA7|aadA7|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA7	Aminoglycoside Nucleotidyltransferase	452.9
MB-RF011	Aminoglycoside	1028081073|WP_063840456.1|1|1|aadA7|aadA7|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA7	Determinant of Aminoglycoside Resistance	376.6
MB-RF014	ANT3	1028081074|WP_063840457.1|1|1|aadA8|aadA8|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA8	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	514.8
MB-RF012	ANT	1028081074|WP_063840457.1|1|1|aadA8|aadA8|nucleotidyltransferase|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA8	Aminoglycoside Nucleotidyltransferase	485.5
