Accession	family	query_name	Resfams_description
RF0038	Beta-lactamase	gb|CAA71322.1|ARO:3000916|TEM-47	PF00144.19 Beta-lactamase [ARO:3000001]	106.0
RF0126	TEM	gb|CAA46346.1|ARO:3000887|TEM-16	TEM beta-lactamase (class a) [ARO:3000014]	670.1
RF0053	ClassA	gb|CAA46346.1|ARO:3000887|TEM-16	Class A beta-lactamase [ARO:3000078]	424.9
RF0039	Beta-lactamase2	gb|CAA46346.1|ARO:3000887|TEM-16	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	133.0
RF0038	Beta-lactamase	gb|CAA46346.1|ARO:3000887|TEM-16	PF00144.19 Beta-lactamase [ARO:3000001]	103.0
RF0162	VIM	gb|AGC50807.1|ARO:3002307|VIM-37	Verone integron-encoded (VIM) metallo-beta-lactamase (subclass B1 (metallo-) beta-lactamase) [ARO:3000021]	593.9
RF0054	ClassB	gb|AGC50807.1|ARO:3002307|VIM-37	Class B beta-lactamase [ARO:3000004]	333.5
RF0123	SubclassB1	gb|AGC50807.1|ARO:3002307|VIM-37	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	317.7
RF0124	SubclassB2	gb|AGC50807.1|ARO:3002307|VIM-37	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	68.0
RF0085	Lactamase_B	gb|AGC50807.1|ARO:3002307|VIM-37	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	65.7
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|AIT76085.1|ARO:3001849|ACT-29	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	722.2
RF0055	ClassC-AmpC	gb|AIT76085.1|ARO:3001849|ACT-29	Class C beta-lactamases [ARO:3000076;ARO:3000019]	631.6
RF0038	Beta-lactamase	gb|AIT76085.1|ARO:3001849|ACT-29	PF00144.19 Beta-lactamase [ARO:3000001]	296.7
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|CAA71947.1|ARO:3002157|FOX-3	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	598.6
RF0055	ClassC-AmpC	gb|CAA71947.1|ARO:3002157|FOX-3	Class C beta-lactamases [ARO:3000076;ARO:3000019]	587.2
RF0038	Beta-lactamase	gb|CAA71947.1|ARO:3002157|FOX-3	PF00144.19 Beta-lactamase [ARO:3000001]	266.1
RF0161	VEB-PER	gb|ACE77058.1|ARO:3002366|PER-4	VEB and PER beta-lactamases (class a) [ARO:3000043;ARO:3000056]	586.1
RF0053	ClassA	gb|ACE77058.1|ARO:3002366|PER-4	Class A beta-lactamase [ARO:3000078]	289.2
RF0039	Beta-lactamase2	gb|ACE77058.1|ARO:3002366|PER-4	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	137.2
RF0038	Beta-lactamase	gb|ACE77058.1|ARO:3002366|PER-4	PF00144.19 Beta-lactamase [ARO:3000001]	53.5
RF0064	DIM-GIM-SIM	gb|CAF05908.1|ARO:3000845|GIM-1	"A grouping of the related DIM, GIM, and SIM beta-lactamases (subclass B1 (metallo-) beta-lactamases)" [ARO:3000848;ARO:3000845;ARO:3000846]	314.1
RF0123	SubclassB1	gb|CAF05908.1|ARO:3000845|GIM-1	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	293.5
RF0054	ClassB	gb|CAF05908.1|ARO:3000845|GIM-1	Class B beta-lactamase [ARO:3000004]	245.6
RF0124	SubclassB2	gb|CAF05908.1|ARO:3000845|GIM-1	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	54.7
RF0085	Lactamase_B	gb|CAF05908.1|ARO:3000845|GIM-1	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	51.4
RF0080	IMP	gb|BAM62793.1|ARO:3002233|IMP-42	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	542.2
RF0123	SubclassB1	gb|BAM62793.1|ARO:3002233|IMP-42	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	311.5
RF0054	ClassB	gb|BAM62793.1|ARO:3002233|IMP-42	Class B beta-lactamase [ARO:3000004]	271.9
RF0124	SubclassB2	gb|BAM62793.1|ARO:3002233|IMP-42	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	61.6
RF0085	Lactamase_B	gb|BAM62793.1|ARO:3002233|IMP-42	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	54.0
RF0126	TEM	gb|AAK82652.1|ARO:3000965|TEM-102	TEM beta-lactamase (class a) [ARO:3000014]	667.4
RF0053	ClassA	gb|AAK82652.1|ARO:3000965|TEM-102	Class A beta-lactamase [ARO:3000078]	422.5
RF0039	Beta-lactamase2	gb|AAK82652.1|ARO:3000965|TEM-102	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	134.7
RF0038	Beta-lactamase	gb|AAK82652.1|ARO:3000965|TEM-102	PF00144.19 Beta-lactamase [ARO:3000001]	107.4
RF0126	TEM	gb|AAB39956.1|ARO:3000979|TEM-116	TEM beta-lactamase (class a) [ARO:3000014]	673.5
RF0053	ClassA	gb|AAB39956.1|ARO:3000979|TEM-116	Class A beta-lactamase [ARO:3000078]	425.0
RF0039	Beta-lactamase2	gb|AAB39956.1|ARO:3000979|TEM-116	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	133.0
RF0038	Beta-lactamase	gb|AAB39956.1|ARO:3000979|TEM-116	PF00144.19 Beta-lactamase [ARO:3000001]	104.5
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|ADK55605.1|ARO:3002066|CMY-55	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	781.5
RF0055	ClassC-AmpC	gb|ADK55605.1|ARO:3002066|CMY-55	Class C beta-lactamases [ARO:3000076;ARO:3000019]	651.3
RF0038	Beta-lactamase	gb|ADK55605.1|ARO:3002066|CMY-55	PF00144.19 Beta-lactamase [ARO:3000001]	291.2
RF0159	vanY	gb|AAA65958.1|ARO:3002955|vanYA	VanY: glycopeptide resistance gene [ARO:3000077]	422.4
RF0079	HTH_AraC	gb|BAE77778.1|ARO:3000508|gadX	"PF00165.18 Bacterial regulatory helix-turn-helix proteins, AraC family" [ARO:3000000]	69.7
RF0059	CTXM	gb|AAY84742.1|ARO:3001904|CTX-M-42	CTX-M beta-lactamase (class a) [ARO:3000016]	630.3
RF0053	ClassA	gb|AAY84742.1|ARO:3001904|CTX-M-42	Class A beta-lactamase [ARO:3000078]	421.9
RF0039	Beta-lactamase2	gb|AAY84742.1|ARO:3001904|CTX-M-42	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	143.1
RF0038	Beta-lactamase	gb|AAY84742.1|ARO:3001904|CTX-M-42	PF00144.19 Beta-lactamase [ARO:3000001]	110.4
RF0119	SHV-LEN	gb|ACI22621.1|ARO:3001154|SHV-105	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	661.8
RF0053	ClassA	gb|ACI22621.1|ARO:3001154|SHV-105	Class A beta-lactamase [ARO:3000078]	421.0
RF0039	Beta-lactamase2	gb|ACI22621.1|ARO:3001154|SHV-105	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	124.3
RF0038	Beta-lactamase	gb|ACI22621.1|ARO:3001154|SHV-105	PF00144.19 Beta-lactamase [ARO:3000001]	110.9
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|AFK73446.1|ARO:3002092|CMY-79	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	772.6
RF0055	ClassC-AmpC	gb|AFK73446.1|ARO:3002092|CMY-79	Class C beta-lactamases [ARO:3000076;ARO:3000019]	648.1
RF0038	Beta-lactamase	gb|AFK73446.1|ARO:3002092|CMY-79	PF00144.19 Beta-lactamase [ARO:3000001]	292.2
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|ADT91162.1|ARO:3002067|CMY-56	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	781.9
RF0055	ClassC-AmpC	gb|ADT91162.1|ARO:3002067|CMY-56	Class C beta-lactamases [ARO:3000076;ARO:3000019]	651.6
RF0038	Beta-lactamase	gb|ADT91162.1|ARO:3002067|CMY-56	PF00144.19 Beta-lactamase [ARO:3000001]	291.9
RF0056	ClassD	gb|AJA32744.1|ARO:3003149|OXA-426	Class D beta-lactamases [ARO:3000075;ARO:3000017]	395.0
RF0148	Transpeptidase	gb|AJA32744.1|ARO:3003149|OXA-426	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	114.4
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|ADP02979.1|ARO:3002059|CMY-48	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	775.4
RF0055	ClassC-AmpC	gb|ADP02979.1|ARO:3002059|CMY-48	Class C beta-lactamases [ARO:3000076;ARO:3000019]	650.9
RF0038	Beta-lactamase	gb|ADP02979.1|ARO:3002059|CMY-48	PF00144.19 Beta-lactamase [ARO:3000001]	293.0
RF0113	Qnr	gb|AEL00461.1|ARO:3002753|QnrB38	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	362.3
RF0126	TEM	gb|AAT46413.1|ARO:3000972|TEM-109	TEM beta-lactamase (class a) [ARO:3000014]	669.5
RF0053	ClassA	gb|AAT46413.1|ARO:3000972|TEM-109	Class A beta-lactamase [ARO:3000078]	422.9
RF0039	Beta-lactamase2	gb|AAT46413.1|ARO:3000972|TEM-109	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	131.9
RF0038	Beta-lactamase	gb|AAT46413.1|ARO:3000972|TEM-109	PF00144.19 Beta-lactamase [ARO:3000001]	101.2
RF0161	VEB-PER	gb|CAG27800.1|ARO:3003203|TLA-2	VEB and PER beta-lactamases (class a) [ARO:3000043;ARO:3000056]	333.3
RF0053	ClassA	gb|CAG27800.1|ARO:3003203|TLA-2	Class A beta-lactamase [ARO:3000078]	234.8
RF0039	Beta-lactamase2	gb|CAG27800.1|ARO:3003203|TLA-2	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	129.1
RF0038	Beta-lactamase	gb|CAG27800.1|ARO:3003203|TLA-2	PF00144.19 Beta-lactamase [ARO:3000001]	25.6
RF0119	SHV-LEN	gb|CAI76927.1|ARO:3001071|SHV-12	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	651.1
RF0053	ClassA	gb|CAI76927.1|ARO:3001071|SHV-12	Class A beta-lactamase [ARO:3000078]	421.3
RF0039	Beta-lactamase2	gb|CAI76927.1|ARO:3001071|SHV-12	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.2
RF0038	Beta-lactamase	gb|CAI76927.1|ARO:3001071|SHV-12	PF00144.19 Beta-lactamase [ARO:3000001]	113.4
RF0056	ClassD	gb|AAT01092.1|ARO:3001773|OXA-61	Class D beta-lactamases [ARO:3000075;ARO:3000017]	267.2
RF0148	Transpeptidase	gb|AAT01092.1|ARO:3001773|OXA-61	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	93.3
RF0039	Beta-lactamase2	gb|AAT01092.1|ARO:3001773|OXA-61	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	25.3
RF0044	CARB-PSE	gb|AAC09012.1|ARO:3002243|CARB-4	CARB-PSE beta-lactamases (class a) [ARO:3000091;ARO:3000092]	552.1
RF0053	ClassA	gb|AAC09012.1|ARO:3002243|CARB-4	Class A beta-lactamase [ARO:3000078]	337.2
RF0039	Beta-lactamase2	gb|AAC09012.1|ARO:3002243|CARB-4	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	128.9
RF0038	Beta-lactamase	gb|AAC09012.1|ARO:3002243|CARB-4	PF00144.19 Beta-lactamase [ARO:3000001]	70.6
RF0050	Chlor_Acetyltrans_CAT	gb|AAL68645.1|ARO:3002681|catB9	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	140.5
RF0126	TEM	gb|AAC32889.2|ARO:3000912|TEM-43	TEM beta-lactamase (class a) [ARO:3000014]	668.5
RF0053	ClassA	gb|AAC32889.2|ARO:3000912|TEM-43	Class A beta-lactamase [ARO:3000078]	427.0
RF0039	Beta-lactamase2	gb|AAC32889.2|ARO:3000912|TEM-43	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	137.0
RF0038	Beta-lactamase	gb|AAC32889.2|ARO:3000912|TEM-43	PF00144.19 Beta-lactamase [ARO:3000001]	103.2
RF0055	ClassC-AmpC	gb|ACQ82813.1|ARO:3002507|PDC-8	Class C beta-lactamases [ARO:3000076;ARO:3000019]	558.0
RF0038	Beta-lactamase	gb|ACQ82813.1|ARO:3002507|PDC-8	PF00144.19 Beta-lactamase [ARO:3000001]	270.2
RF0067	Erm23S_rRNA_methyltrans	gb|CAB60001.1|ARO:3000326|ErmE	Emr 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000560]	352.1
RF0095	Methyltransf_18	gb|CAB60001.1|ARO:3000326|ErmE	PF12847.2 Methyltransferase domain [ARO:3000000]	27.1
RF0011	Acetyltransf_1	gb|AAD03493.1|ARO:3002565|AAC(6')-Iu	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	57.9
RF0016	Acetyltransf_9	gb|AAD03493.1|ARO:3002565|AAC(6')-Iu	PF13527.1 Acetyltransferase (GNAT) domain [ARO:3000000]	30.1
RF0014	Acetyltransf_7	gb|AAD03493.1|ARO:3002565|AAC(6')-Iu	PF13508.1 Acetyltransferase (GNAT) domain [ARO:3000000]	27.7
RF0012	Acetyltransf_3	gb|AAD03493.1|ARO:3002565|AAC(6')-Iu	PF13302.1 Acetyltransferase (GNAT) domain [ARO:3000000]	26.1
RF0077	Glyoxalase	gb|AJE60855.1|ARO:3003209|FosA5	PF00903.20 Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily [ARO:3000000]	45.4
RF0161	VEB-PER	gb|ABN80430.1|ARO:3002375|VEB-5	VEB and PER beta-lactamases (class a) [ARO:3000043;ARO:3000056]	573.7
RF0053	ClassA	gb|ABN80430.1|ARO:3002375|VEB-5	Class A beta-lactamase [ARO:3000078]	281.1
RF0039	Beta-lactamase2	gb|ABN80430.1|ARO:3002375|VEB-5	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	142.2
RF0038	Beta-lactamase	gb|ABN80430.1|ARO:3002375|VEB-5	PF00144.19 Beta-lactamase [ARO:3000001]	28.8
RF0063	DHFR_1	gb|CAA90683.1|ARO:3003012|dfrA13	PF00186.14 Dihydrofolate reductase [ARO:3000745]	154.1
RF0126	TEM	gb|AAG44570.1|ARO:3000954|TEM-87	TEM beta-lactamase (class a) [ARO:3000014]	663.3
RF0053	ClassA	gb|AAG44570.1|ARO:3000954|TEM-87	Class A beta-lactamase [ARO:3000078]	423.1
RF0039	Beta-lactamase2	gb|AAG44570.1|ARO:3000954|TEM-87	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	134.3
RF0038	Beta-lactamase	gb|AAG44570.1|ARO:3000954|TEM-87	PF00144.19 Beta-lactamase [ARO:3000001]	103.4
RF0113	Qnr	gb|CAP45903.1|ARO:3002733|QnrB18	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	374.8
RF0087	LRA	gb|ACH58989.1|ARO:3002488|LRA-9	LRA beta-lactamase (subclass B3 (metallo-) beta-lactamase) [ARO:3000852]	671.1
RF0125	SubclassB3	gb|ACH58989.1|ARO:3002488|LRA-9	"Subclass B3 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000571]	317.0
RF0054	ClassB	gb|ACH58989.1|ARO:3002488|LRA-9	Class B beta-lactamase [ARO:3000004]	166.5
RF0085	Lactamase_B	gb|ACH58989.1|ARO:3002488|LRA-9	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	56.0
RF0162	VIM	gb|AAZ73123.1|ARO:3002282|VIM-12	Verone integron-encoded (VIM) metallo-beta-lactamase (subclass B1 (metallo-) beta-lactamase) [ARO:3000021]	596.1
RF0054	ClassB	gb|AAZ73123.1|ARO:3002282|VIM-12	Class B beta-lactamase [ARO:3000004]	328.7
RF0123	SubclassB1	gb|AAZ73123.1|ARO:3002282|VIM-12	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	315.9
RF0124	SubclassB2	gb|AAZ73123.1|ARO:3002282|VIM-12	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	67.4
RF0085	Lactamase_B	gb|AAZ73123.1|ARO:3002282|VIM-12	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	64.5
RF0027	ANT3	gb|AAN34365.1|ARO:3002604|aadA4	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	466.7
RF0166	ANT	gb|AAN34365.1|ARO:3002604|aadA4	Aminoglycoside Nucleotidyltransferase	291.0
RF0017	ACR_tran	gb|AAC76539.1|ARO:3000796|mdtF	PF00873.14 AcrB/AcrD/AcrF family [ARO:3000216;ARO:3000491;ARO:3000502]	1417.4
RF0115	RND_efflux	gb|AAC76539.1|ARO:3000796|mdtF	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	1061.9
RF0162	VIM	gb|AFN88953.1|ARO:3002304|VIM-34	Verone integron-encoded (VIM) metallo-beta-lactamase (subclass B1 (metallo-) beta-lactamase) [ARO:3000021]	592.8
RF0054	ClassB	gb|AFN88953.1|ARO:3002304|VIM-34	Class B beta-lactamase [ARO:3000004]	334.1
RF0123	SubclassB1	gb|AFN88953.1|ARO:3002304|VIM-34	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	317.8
RF0124	SubclassB2	gb|AFN88953.1|ARO:3002304|VIM-34	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	68.6
RF0085	Lactamase_B	gb|AFN88953.1|ARO:3002304|VIM-34	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	65.9
RF0119	SHV-LEN	gb|ABA06586.1|ARO:3001119|SHV-64	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	666.0
RF0053	ClassA	gb|ABA06586.1|ARO:3001119|SHV-64	Class A beta-lactamase [ARO:3000078]	428.9
RF0039	Beta-lactamase2	gb|ABA06586.1|ARO:3001119|SHV-64	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.1
RF0038	Beta-lactamase	gb|ABA06586.1|ARO:3001119|SHV-64	PF00144.19 Beta-lactamase [ARO:3000001]	113.1
RF0081	IND	gb|BAJ05825.1|ARO:3002263|IND-7	IND beta-lactamases (subclass B1 (metallo-) beta-lactamase) [ARO:3000060]	526.1
RF0123	SubclassB1	gb|BAJ05825.1|ARO:3002263|IND-7	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	283.1
RF0054	ClassB	gb|BAJ05825.1|ARO:3002263|IND-7	Class B beta-lactamase [ARO:3000004]	244.8
RF0124	SubclassB2	gb|BAJ05825.1|ARO:3002263|IND-7	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	81.9
RF0085	Lactamase_B	gb|BAJ05825.1|ARO:3002263|IND-7	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	53.3
RF0119	SHV-LEN	gb|AJO16042.1|ARO:3001364|SHV-182	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	666.3
RF0053	ClassA	gb|AJO16042.1|ARO:3001364|SHV-182	Class A beta-lactamase [ARO:3000078]	427.5
RF0039	Beta-lactamase2	gb|AJO16042.1|ARO:3001364|SHV-182	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	126.2
RF0038	Beta-lactamase	gb|AJO16042.1|ARO:3001364|SHV-182	PF00144.19 Beta-lactamase [ARO:3000001]	112.5
RF0126	TEM	gb|ADR71220.1|ARO:3001045|TEM-183	TEM beta-lactamase (class a) [ARO:3000014]	670.9
RF0053	ClassA	gb|ADR71220.1|ARO:3001045|TEM-183	Class A beta-lactamase [ARO:3000078]	426.0
RF0039	Beta-lactamase2	gb|ADR71220.1|ARO:3001045|TEM-183	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	136.7
RF0038	Beta-lactamase	gb|ADR71220.1|ARO:3001045|TEM-183	PF00144.19 Beta-lactamase [ARO:3000001]	104.0
RF0008	ABC_tran	gb|CAA45050.1|ARO:3002828|srmB	PF00005.22 ABC transporter [ARO:0010001]	135.4
RF0077	Glyoxalase	gb|CWV56762.1|ARO:3000198|FosX	PF00903.20 Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily [ARO:3000000]	41.8
RF0059	CTXM	gb|AEM44652.1|ARO:3001972|CTX-M-112	CTX-M beta-lactamase (class a) [ARO:3000016]	628.1
RF0053	ClassA	gb|AEM44652.1|ARO:3001972|CTX-M-112	Class A beta-lactamase [ARO:3000078]	427.1
RF0039	Beta-lactamase2	gb|AEM44652.1|ARO:3001972|CTX-M-112	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	143.0
RF0038	Beta-lactamase	gb|AEM44652.1|ARO:3001972|CTX-M-112	PF00144.19 Beta-lactamase [ARO:3000001]	116.9
RF0059	CTXM	gb|AAV97955.1|ARO:3001912|CTX-M-50	CTX-M beta-lactamase (class a) [ARO:3000016]	627.6
RF0053	ClassA	gb|AAV97955.1|ARO:3001912|CTX-M-50	Class A beta-lactamase [ARO:3000078]	425.1
RF0039	Beta-lactamase2	gb|AAV97955.1|ARO:3001912|CTX-M-50	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	144.5
RF0038	Beta-lactamase	gb|AAV97955.1|ARO:3001912|CTX-M-50	PF00144.19 Beta-lactamase [ARO:3000001]	113.4
RF0126	TEM	gb|BAL68178.1|ARO:3001057|TEM-198	TEM beta-lactamase (class a) [ARO:3000014]	671.0
RF0053	ClassA	gb|BAL68178.1|ARO:3001057|TEM-198	Class A beta-lactamase [ARO:3000078]	424.6
RF0039	Beta-lactamase2	gb|BAL68178.1|ARO:3001057|TEM-198	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	134.5
RF0038	Beta-lactamase	gb|BAL68178.1|ARO:3001057|TEM-198	PF00144.19 Beta-lactamase [ARO:3000001]	105.5
RF0120	SME	gb|AHV85514.1|ARO:3002383|SME-5	SME beta-lactamase (class a) [ARO:3000055]	694.7
RF0053	ClassA	gb|AHV85514.1|ARO:3002383|SME-5	Class A beta-lactamase [ARO:3000078]	361.3
RF0039	Beta-lactamase2	gb|AHV85514.1|ARO:3002383|SME-5	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	148.2
RF0038	Beta-lactamase	gb|AHV85514.1|ARO:3002383|SME-5	PF00144.19 Beta-lactamase [ARO:3000001]	101.4
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|BAB72158.1|ARO:3002020|CMY-9	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	649.3
RF0055	ClassC-AmpC	gb|BAB72158.1|ARO:3002020|CMY-9	Class C beta-lactamases [ARO:3000076;ARO:3000019]	595.2
RF0038	Beta-lactamase	gb|BAB72158.1|ARO:3002020|CMY-9	PF00144.19 Beta-lactamase [ARO:3000001]	262.5
RF0032	APH	gb|AAX38178.1|ARO:3002634|APH(2'')-Ie	PF01636.18 Phosphotransferase enzyme family [ARO:3000000]	88.4
RF0051	Chlor_Efflux_Pump	gb|CAA42594.1|ARO:3002690|cml	chloramphenicol efflux pump [ARO:3001212]	414.2
RF0102	MFS_1	gb|CAA42594.1|ARO:3002690|cml	PF07690.11 Major Facilitator Superfamily [ARO:0010002]	112.4
RF0113	Qnr	gb|ABG56269.1|ARO:3002724|QnrB10	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	370.4
RF0006	AAC6-II	gb|AAA25680.1|ARO:3002595|AAC(6')-IIb	Aminoglycoside Acetyltransferase (AAC6-II) [ARO:3001208]	381.7
RF0015	Acetyltransf_8	gb|AAA25680.1|ARO:3002595|AAC(6')-IIb	PF13523.1 Acetyltransferase (GNAT) domain [ARO:3000000]	114.7
RF0012	Acetyltransf_3	gb|AAA25680.1|ARO:3002595|AAC(6')-IIb	PF13302.1 Acetyltransferase (GNAT) domain [ARO:3000000]	62.5
RF0011	Acetyltransf_1	gb|AAA25680.1|ARO:3002595|AAC(6')-IIb	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	42.7
RF0154	vanR	gb|AAB05622.1|ARO:3002921|vanRB	"VanR: transcriptional activator regulating VanA, VanH and VanX" [ARO:3000574]	297.4
RF0124	SubclassB2	gb|CAA40386.1|ARO:3003103|cphA7	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	524.1
RF0054	ClassB	gb|CAA40386.1|ARO:3003103|cphA7	Class B beta-lactamase [ARO:3000004]	196.5
RF0123	SubclassB1	gb|CAA40386.1|ARO:3003103|cphA7	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	133.4
RF0085	Lactamase_B	gb|CAA40386.1|ARO:3003103|cphA7	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	49.7
RF0080	IMP	gb|CAD12765.1|ARO:3002203|IMP-12	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	513.5
RF0123	SubclassB1	gb|CAD12765.1|ARO:3002203|IMP-12	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	300.1
RF0054	ClassB	gb|CAD12765.1|ARO:3002203|IMP-12	Class B beta-lactamase [ARO:3000004]	251.8
RF0124	SubclassB2	gb|CAD12765.1|ARO:3002203|IMP-12	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	56.2
RF0085	Lactamase_B	gb|CAD12765.1|ARO:3002203|IMP-12	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	51.8
RF0056	ClassD	gb|AFM55000.1|ARO:3001692|OXA-229	Class D beta-lactamases [ARO:3000075;ARO:3000017]	345.0
RF0148	Transpeptidase	gb|AFM55000.1|ARO:3001692|OXA-229	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	103.3
RF0056	ClassD	gb|CAK50801.1|ARO:3001646|OXA-98	Class D beta-lactamases [ARO:3000075;ARO:3000017]	395.5
RF0148	Transpeptidase	gb|CAK50801.1|ARO:3001646|OXA-98	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	115.2
