Accession	family	query_name	Resfams_description
RF0027	ANT3	1028078994|WP_063839875.1|2|2|aac(6')-Ib|aac(6')-Ib|acetyltransferase|bifunctional_aminoglycoside_nucleotidyltransferase_ANT(3'')-Ij/aminoglycoside_N-acetyltransferase_AAC(6')-Ib	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	492.3
RF0005	AAC6-Ib	1028078994|WP_063839875.1|2|2|aac(6')-Ib|aac(6')-Ib|acetyltransferase|bifunctional_aminoglycoside_nucleotidyltransferase_ANT(3'')-Ij/aminoglycoside_N-acetyltransferase_AAC(6')-Ib	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	429.7
RF0166	ANT	1028078994|WP_063839875.1|2|2|aac(6')-Ib|aac(6')-Ib|acetyltransferase|bifunctional_aminoglycoside_nucleotidyltransferase_ANT(3'')-Ij/aminoglycoside_N-acetyltransferase_AAC(6')-Ib	Aminoglycoside Nucleotidyltransferase	318.5
RF0015	Acetyltransf_8	1028078994|WP_063839875.1|2|2|aac(6')-Ib|aac(6')-Ib|acetyltransferase|bifunctional_aminoglycoside_nucleotidyltransferase_ANT(3'')-Ij/aminoglycoside_N-acetyltransferase_AAC(6')-Ib	PF13523.1 Acetyltransferase (GNAT) domain [ARO:3000000]	106.8
RF0012	Acetyltransf_3	1028078994|WP_063839875.1|2|2|aac(6')-Ib|aac(6')-Ib|acetyltransferase|bifunctional_aminoglycoside_nucleotidyltransferase_ANT(3'')-Ij/aminoglycoside_N-acetyltransferase_AAC(6')-Ib	PF13302.1 Acetyltransferase (GNAT) domain [ARO:3000000]	49.6
RF0011	Acetyltransf_1	1028078994|WP_063839875.1|2|2|aac(6')-Ib|aac(6')-Ib|acetyltransferase|bifunctional_aminoglycoside_nucleotidyltransferase_ANT(3'')-Ij/aminoglycoside_N-acetyltransferase_AAC(6')-Ib	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	44.2
RF0013	Acetyltransf_4	1028078994|WP_063839875.1|2|2|aac(6')-Ib|aac(6')-Ib|acetyltransferase|bifunctional_aminoglycoside_nucleotidyltransferase_ANT(3'')-Ij/aminoglycoside_N-acetyltransferase_AAC(6')-Ib	PF13420.1 Acetyltransferase (GNAT) domain [ARO:3000000]	32.6
RF0055	ClassC-AmpC	1028078996|WP_063839877.1|1|2|blaOXA-PR|blaOXA-PR|hydrolase|bifunctional_class_C_beta-lactamase/class_D_beta-lactamase_fusion_protein_LRA-13	Class C beta-lactamases [ARO:3000076;ARO:3000019]	511.0
RF0038	Beta-lactamase	1028078996|WP_063839877.1|1|2|blaOXA-PR|blaOXA-PR|hydrolase|bifunctional_class_C_beta-lactamase/class_D_beta-lactamase_fusion_protein_LRA-13	PF00144.19 Beta-lactamase [ARO:3000001]	227.6
RF0148	Transpeptidase	1028078996|WP_063839877.1|1|2|blaOXA-PR|blaOXA-PR|hydrolase|bifunctional_class_C_beta-lactamase/class_D_beta-lactamase_fusion_protein_LRA-13	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	110.3
RF0055	ClassC-AmpC	1028078996|WP_063839877.1|2|2|blaLRA-13|blaLRA-13|hydrolase|bifunctional_class_C_beta-lactamase/class_D_beta-lactamase_fusion_protein_LRA-13	Class C beta-lactamases [ARO:3000076;ARO:3000019]	511.0
RF0038	Beta-lactamase	1028078996|WP_063839877.1|2|2|blaLRA-13|blaLRA-13|hydrolase|bifunctional_class_C_beta-lactamase/class_D_beta-lactamase_fusion_protein_LRA-13	PF00144.19 Beta-lactamase [ARO:3000001]	227.6
RF0148	Transpeptidase	1028078996|WP_063839877.1|2|2|blaLRA-13|blaLRA-13|hydrolase|bifunctional_class_C_beta-lactamase/class_D_beta-lactamase_fusion_protein_LRA-13	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	110.3
RF0027	ANT3	1028078997|WP_063839878.1|1|2|ant(3'')-Ih|ant(3'')-Ih|nucleotidyltransferase|bifunctional_aminoglycoside_nucleotidyltransferase_ANT(3'')-Ih/aminoglycoside_N-acetyltransferase_AAC(6')-Iid	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	492.8
RF0005	AAC6-Ib	1028078997|WP_063839878.1|1|2|ant(3'')-Ih|ant(3'')-Ih|nucleotidyltransferase|bifunctional_aminoglycoside_nucleotidyltransferase_ANT(3'')-Ih/aminoglycoside_N-acetyltransferase_AAC(6')-Iid	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	432.5
RF0166	ANT	1028078997|WP_063839878.1|1|2|ant(3'')-Ih|ant(3'')-Ih|nucleotidyltransferase|bifunctional_aminoglycoside_nucleotidyltransferase_ANT(3'')-Ih/aminoglycoside_N-acetyltransferase_AAC(6')-Iid	Aminoglycoside Nucleotidyltransferase	313.8
RF0015	Acetyltransf_8	1028078997|WP_063839878.1|1|2|ant(3'')-Ih|ant(3'')-Ih|nucleotidyltransferase|bifunctional_aminoglycoside_nucleotidyltransferase_ANT(3'')-Ih/aminoglycoside_N-acetyltransferase_AAC(6')-Iid	PF13523.1 Acetyltransferase (GNAT) domain [ARO:3000000]	106.5
RF0012	Acetyltransf_3	1028078997|WP_063839878.1|1|2|ant(3'')-Ih|ant(3'')-Ih|nucleotidyltransferase|bifunctional_aminoglycoside_nucleotidyltransferase_ANT(3'')-Ih/aminoglycoside_N-acetyltransferase_AAC(6')-Iid	PF13302.1 Acetyltransferase (GNAT) domain [ARO:3000000]	49.5
RF0011	Acetyltransf_1	1028078997|WP_063839878.1|1|2|ant(3'')-Ih|ant(3'')-Ih|nucleotidyltransferase|bifunctional_aminoglycoside_nucleotidyltransferase_ANT(3'')-Ih/aminoglycoside_N-acetyltransferase_AAC(6')-Iid	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	44.4
RF0013	Acetyltransf_4	1028078997|WP_063839878.1|1|2|ant(3'')-Ih|ant(3'')-Ih|nucleotidyltransferase|bifunctional_aminoglycoside_nucleotidyltransferase_ANT(3'')-Ih/aminoglycoside_N-acetyltransferase_AAC(6')-Iid	PF13420.1 Acetyltransferase (GNAT) domain [ARO:3000000]	32.7
RF0027	ANT3	1028078997|WP_063839878.1|2|2|aac(6')-IId|aac(6')-IId|acetyltransferase|bifunctional_aminoglycoside_nucleotidyltransferase_ANT(3'')-Ih/aminoglycoside_N-acetyltransferase_AAC(6')-Iid	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	492.8
RF0005	AAC6-Ib	1028078997|WP_063839878.1|2|2|aac(6')-IId|aac(6')-IId|acetyltransferase|bifunctional_aminoglycoside_nucleotidyltransferase_ANT(3'')-Ih/aminoglycoside_N-acetyltransferase_AAC(6')-Iid	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	432.5
RF0166	ANT	1028078997|WP_063839878.1|2|2|aac(6')-IId|aac(6')-IId|acetyltransferase|bifunctional_aminoglycoside_nucleotidyltransferase_ANT(3'')-Ih/aminoglycoside_N-acetyltransferase_AAC(6')-Iid	Aminoglycoside Nucleotidyltransferase	313.8
RF0015	Acetyltransf_8	1028078997|WP_063839878.1|2|2|aac(6')-IId|aac(6')-IId|acetyltransferase|bifunctional_aminoglycoside_nucleotidyltransferase_ANT(3'')-Ih/aminoglycoside_N-acetyltransferase_AAC(6')-Iid	PF13523.1 Acetyltransferase (GNAT) domain [ARO:3000000]	106.5
RF0012	Acetyltransf_3	1028078997|WP_063839878.1|2|2|aac(6')-IId|aac(6')-IId|acetyltransferase|bifunctional_aminoglycoside_nucleotidyltransferase_ANT(3'')-Ih/aminoglycoside_N-acetyltransferase_AAC(6')-Iid	PF13302.1 Acetyltransferase (GNAT) domain [ARO:3000000]	49.5
RF0011	Acetyltransf_1	1028078997|WP_063839878.1|2|2|aac(6')-IId|aac(6')-IId|acetyltransferase|bifunctional_aminoglycoside_nucleotidyltransferase_ANT(3'')-Ih/aminoglycoside_N-acetyltransferase_AAC(6')-Iid	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	44.4
RF0013	Acetyltransf_4	1028078997|WP_063839878.1|2|2|aac(6')-IId|aac(6')-IId|acetyltransferase|bifunctional_aminoglycoside_nucleotidyltransferase_ANT(3'')-Ih/aminoglycoside_N-acetyltransferase_AAC(6')-Iid	PF13420.1 Acetyltransferase (GNAT) domain [ARO:3000000]	32.7
RF0037	BCII	1028078998|WP_063839879.1|1|1|BcII|BcII|hydrolase|BcII_family_subclass_B1_metallo-beta-lactamase	Bacillus cereus beta-lactamase II (subclass B1 (metallo-) beta-lactamase) [ARO:3000577]	473.9
RF0123	SubclassB1	1028078998|WP_063839879.1|1|1|BcII|BcII|hydrolase|BcII_family_subclass_B1_metallo-beta-lactamase	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	323.5
RF0054	ClassB	1028078998|WP_063839879.1|1|1|BcII|BcII|hydrolase|BcII_family_subclass_B1_metallo-beta-lactamase	Class B beta-lactamase [ARO:3000004]	287.7
RF0124	SubclassB2	1028078998|WP_063839879.1|1|1|BcII|BcII|hydrolase|BcII_family_subclass_B1_metallo-beta-lactamase	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	82.0
RF0085	Lactamase_B	1028078998|WP_063839879.1|1|1|BcII|BcII|hydrolase|BcII_family_subclass_B1_metallo-beta-lactamase	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	68.1
RF0037	BCII	1028078999|WP_063839880.1|1|1|BcII|BcII|hydrolase|BcII_family_subclass_B1_metallo-beta-lactamase	Bacillus cereus beta-lactamase II (subclass B1 (metallo-) beta-lactamase) [ARO:3000577]	475.5
RF0123	SubclassB1	1028078999|WP_063839880.1|1|1|BcII|BcII|hydrolase|BcII_family_subclass_B1_metallo-beta-lactamase	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	321.8
RF0054	ClassB	1028078999|WP_063839880.1|1|1|BcII|BcII|hydrolase|BcII_family_subclass_B1_metallo-beta-lactamase	Class B beta-lactamase [ARO:3000004]	284.5
RF0124	SubclassB2	1028078999|WP_063839880.1|1|1|BcII|BcII|hydrolase|BcII_family_subclass_B1_metallo-beta-lactamase	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	72.8
RF0085	Lactamase_B	1028078999|WP_063839880.1|1|1|BcII|BcII|hydrolase|BcII_family_subclass_B1_metallo-beta-lactamase	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	68.6
RF0012	Acetyltransf_3	1028079000|WP_063839881.1|1|1|aac(2')-IIa|aac(2')-IIa|acetyltransferase|kasugamycin_N-acetyltransferase_AAC(2')-IIa	PF13302.1 Acetyltransferase (GNAT) domain [ARO:3000000]	29.9
RF0003	AAC3-I	1028080873|WP_063840256.1|1|1|aac(3)-I|aac(3)-I|acetyltransferase|AAC(3)-I_family_aminoglycoside_3-N-acetyltransferase	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	351.7
RF0011	Acetyltransf_1	1028080873|WP_063840256.1|1|1|aac(3)-I|aac(3)-I|acetyltransferase|AAC(3)-I_family_aminoglycoside_3-N-acetyltransferase	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	59.3
RF0014	Acetyltransf_7	1028080873|WP_063840256.1|1|1|aac(3)-I|aac(3)-I|acetyltransferase|AAC(3)-I_family_aminoglycoside_3-N-acetyltransferase	PF13508.1 Acetyltransferase (GNAT) domain [ARO:3000000]	31.1
RF0003	AAC3-I	1028080874|WP_063840257.1|1|1|aac(3)-I|aac(3)-I|acetyltransferase|AAC(3)-I_family_aminoglycoside_3-N-acetyltransferase	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	354.0
RF0011	Acetyltransf_1	1028080874|WP_063840257.1|1|1|aac(3)-I|aac(3)-I|acetyltransferase|AAC(3)-I_family_aminoglycoside_3-N-acetyltransferase	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	59.3
RF0014	Acetyltransf_7	1028080874|WP_063840257.1|1|1|aac(3)-I|aac(3)-I|acetyltransferase|AAC(3)-I_family_aminoglycoside_3-N-acetyltransferase	PF13508.1 Acetyltransferase (GNAT) domain [ARO:3000000]	29.9
RF0003	AAC3-I	1028080875|WP_063840258.1|1|1|aac(3)-I|aac(3)-I|acetyltransferase|AAC(3)-I_family_aminoglycoside_3-N-acetyltransferase	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	355.6
RF0011	Acetyltransf_1	1028080875|WP_063840258.1|1|1|aac(3)-I|aac(3)-I|acetyltransferase|AAC(3)-I_family_aminoglycoside_3-N-acetyltransferase	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	59.4
RF0014	Acetyltransf_7	1028080875|WP_063840258.1|1|1|aac(3)-I|aac(3)-I|acetyltransferase|AAC(3)-I_family_aminoglycoside_3-N-acetyltransferase	PF13508.1 Acetyltransferase (GNAT) domain [ARO:3000000]	31.6
RF0003	AAC3-I	1028080876|WP_063840259.1|1|1|aac(3)-I|aac(3)-I|acetyltransferase|AAC(3)-I_family_aminoglycoside_3-N-acetyltransferase	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	352.5
RF0011	Acetyltransf_1	1028080876|WP_063840259.1|1|1|aac(3)-I|aac(3)-I|acetyltransferase|AAC(3)-I_family_aminoglycoside_3-N-acetyltransferase	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	59.7
RF0014	Acetyltransf_7	1028080876|WP_063840259.1|1|1|aac(3)-I|aac(3)-I|acetyltransferase|AAC(3)-I_family_aminoglycoside_3-N-acetyltransferase	PF13508.1 Acetyltransferase (GNAT) domain [ARO:3000000]	31.8
RF0003	AAC3-I	1028080877|WP_063840260.1|1|1|aac(3)-I|aac(3)-I|acetyltransferase|AAC(3)-I_family_aminoglycoside_3-N-acetyltransferase	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	171.5
RF0011	Acetyltransf_1	1028080877|WP_063840260.1|1|1|aac(3)-I|aac(3)-I|acetyltransferase|AAC(3)-I_family_aminoglycoside_3-N-acetyltransferase	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	56.5
RF0014	Acetyltransf_7	1028080877|WP_063840260.1|1|1|aac(3)-I|aac(3)-I|acetyltransferase|AAC(3)-I_family_aminoglycoside_3-N-acetyltransferase	PF13508.1 Acetyltransferase (GNAT) domain [ARO:3000000]	37.3
RF0016	Acetyltransf_9	1028080877|WP_063840260.1|1|1|aac(3)-I|aac(3)-I|acetyltransferase|AAC(3)-I_family_aminoglycoside_3-N-acetyltransferase	PF13527.1 Acetyltransferase (GNAT) domain [ARO:3000000]	32.0
RF0002	AAC3	1028080878|WP_063840261.1|1|1|aac(3)-IIIa|aac(3)-IIIa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IIIa	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	288.4
RF0031	Antibiotic_NAT	1028080878|WP_063840261.1|1|1|aac(3)-IIIa|aac(3)-IIIa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IIIa	PF02522.9 Aminoglycoside 3-N-acetyltransferase [ARO:3000121]	266.1
RF0002	AAC3	1028080880|WP_063840263.1|1|1|aac(3)-IIIc|aac(3)-IIIc|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IIIc	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	273.8
RF0031	Antibiotic_NAT	1028080880|WP_063840263.1|1|1|aac(3)-IIIc|aac(3)-IIIc|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IIIc	PF02522.9 Aminoglycoside 3-N-acetyltransferase [ARO:3000121]	247.9
RF0002	AAC3	1028080881|WP_063840264.1|1|1|aac(3)-IIa|aac(3)-IIa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IIa	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	473.9
RF0031	Antibiotic_NAT	1028080881|WP_063840264.1|1|1|aac(3)-IIa|aac(3)-IIa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IIa	PF02522.9 Aminoglycoside 3-N-acetyltransferase [ARO:3000121]	261.7
RF0002	AAC3	1028080882|WP_063840265.1|1|1|aac(3)-IIa|aac(3)-IIa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IIa	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	477.3
RF0031	Antibiotic_NAT	1028080882|WP_063840265.1|1|1|aac(3)-IIa|aac(3)-IIa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IIa	PF02522.9 Aminoglycoside 3-N-acetyltransferase [ARO:3000121]	262.0
RF0002	AAC3	1028080883|WP_063840266.1|1|1|aac(3)-IIc|aac(3)-II|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IIc	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	473.6
RF0031	Antibiotic_NAT	1028080883|WP_063840266.1|1|1|aac(3)-IIc|aac(3)-II|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IIc	PF02522.9 Aminoglycoside 3-N-acetyltransferase [ARO:3000121]	265.0
RF0002	AAC3	1028080884|WP_063840267.1|1|1|aac(3)-IIe|aac(3)-IIe|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IIe	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	475.7
RF0031	Antibiotic_NAT	1028080884|WP_063840267.1|1|1|aac(3)-IIe|aac(3)-IIe|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IIe	PF02522.9 Aminoglycoside 3-N-acetyltransferase [ARO:3000121]	265.4
RF0002	AAC3	1028080885|WP_063840268.1|1|1|aac(3)-IVa|aac(3)-IVa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IVa	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	300.2
RF0031	Antibiotic_NAT	1028080885|WP_063840268.1|1|1|aac(3)-IVa|aac(3)-IVa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IVa	PF02522.9 Aminoglycoside 3-N-acetyltransferase [ARO:3000121]	194.1
RF0002	AAC3	1028080886|WP_063840269.1|1|1|aac(3)-IXa|aac(3)-IXa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IXa	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	440.8
RF0031	Antibiotic_NAT	1028080886|WP_063840269.1|1|1|aac(3)-IXa|aac(3)-IXa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-IXa	PF02522.9 Aminoglycoside 3-N-acetyltransferase [ARO:3000121]	274.2
RF0002	AAC3	1028080887|WP_063840270.1|1|1|aac(3)-VIII|aac(3)-VIII|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-VIII	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	462.5
RF0031	Antibiotic_NAT	1028080887|WP_063840270.1|1|1|aac(3)-VIII|aac(3)-VIII|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-VIII	PF02522.9 Aminoglycoside 3-N-acetyltransferase [ARO:3000121]	277.4
RF0002	AAC3	1028080888|WP_063840271.1|1|1|aac(3)-VIII|aac(3)-VIII|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-VIII	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	459.8
RF0031	Antibiotic_NAT	1028080888|WP_063840271.1|1|1|aac(3)-VIII|aac(3)-VIII|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-VIII	PF02522.9 Aminoglycoside 3-N-acetyltransferase [ARO:3000121]	270.7
RF0002	AAC3	1028080889|WP_063840272.1|1|1|aac(3)-VIIa|aac(3)-VIIa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-VIIa	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	452.7
RF0031	Antibiotic_NAT	1028080889|WP_063840272.1|1|1|aac(3)-VIIa|aac(3)-VIIa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-VIIa	PF02522.9 Aminoglycoside 3-N-acetyltransferase [ARO:3000121]	290.0
RF0002	AAC3	1028080890|WP_063840273.1|1|1|aac(3)-VIa|aac(3)-VIa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-VIa	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	450.7
RF0031	Antibiotic_NAT	1028080890|WP_063840273.1|1|1|aac(3)-VIa|aac(3)-VIa|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(3)-VIa	PF02522.9 Aminoglycoside 3-N-acetyltransferase [ARO:3000121]	249.5
RF0004	AAC6-I	1028080891|WP_063840274.1|1|1|aac(6')-I30|aac(6')_Ia_fam|acetyltransferase|aminoglycoside_6'-N-acetyltransferase_AAC(6')-I30	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	281.4
RF0011	Acetyltransf_1	1028080891|WP_063840274.1|1|1|aac(6')-I30|aac(6')_Ia_fam|acetyltransferase|aminoglycoside_6'-N-acetyltransferase_AAC(6')-I30	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	44.5
RF0014	Acetyltransf_7	1028080891|WP_063840274.1|1|1|aac(6')-I30|aac(6')_Ia_fam|acetyltransferase|aminoglycoside_6'-N-acetyltransferase_AAC(6')-I30	PF13508.1 Acetyltransferase (GNAT) domain [ARO:3000000]	39.4
RF0015	Acetyltransf_8	1028080892|WP_063840275.1|1|1|aacA40|aacA40|acetyltransferase|aminoglycoside_6'-N-acetyltransferase_AacA40	PF13523.1 Acetyltransferase (GNAT) domain [ARO:3000000]	97.1
RF0012	Acetyltransf_3	1028080892|WP_063840275.1|1|1|aacA40|aacA40|acetyltransferase|aminoglycoside_6'-N-acetyltransferase_AacA40	PF13302.1 Acetyltransferase (GNAT) domain [ARO:3000000]	43.1
RF0011	Acetyltransf_1	1028080892|WP_063840275.1|1|1|aacA40|aacA40|acetyltransferase|aminoglycoside_6'-N-acetyltransferase_AacA40	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	42.1
RF0006	AAC6-II	1028080893|WP_063840276.1|1|1|aac(6')-IIb|aac(6')-II|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6')-IIb	Aminoglycoside Acetyltransferase (AAC6-II) [ARO:3001208]	381.7
RF0015	Acetyltransf_8	1028080893|WP_063840276.1|1|1|aac(6')-IIb|aac(6')-II|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6')-IIb	PF13523.1 Acetyltransferase (GNAT) domain [ARO:3000000]	114.7
RF0012	Acetyltransf_3	1028080893|WP_063840276.1|1|1|aac(6')-IIb|aac(6')-II|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6')-IIb	PF13302.1 Acetyltransferase (GNAT) domain [ARO:3000000]	62.5
RF0011	Acetyltransf_1	1028080893|WP_063840276.1|1|1|aac(6')-IIb|aac(6')-II|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6')-IIb	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	42.7
RF0011	Acetyltransf_1	1028080894|WP_063840277.1|1|1|aac(6')-Iad|aac(6')-Iad|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6')-Iad	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	59.0
RF0015	Acetyltransf_8	1028080894|WP_063840277.1|1|1|aac(6')-Iad|aac(6')-Iad|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6')-Iad	PF13523.1 Acetyltransferase (GNAT) domain [ARO:3000000]	42.9
RF0014	Acetyltransf_7	1028080894|WP_063840277.1|1|1|aac(6')-Iad|aac(6')-Iad|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6')-Iad	PF13508.1 Acetyltransferase (GNAT) domain [ARO:3000000]	39.2
RF0012	Acetyltransf_3	1028080894|WP_063840277.1|1|1|aac(6')-Iad|aac(6')-Iad|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6')-Iad	PF13302.1 Acetyltransferase (GNAT) domain [ARO:3000000]	32.8
RF0013	Acetyltransf_4	1028080894|WP_063840277.1|1|1|aac(6')-Iad|aac(6')-Iad|acetyltransferase|aminoglycoside_N-acetyltransferase_AAC(6')-Iad	PF13420.1 Acetyltransferase (GNAT) domain [ARO:3000000]	23.7
RF0004	AAC6-I	1028080895|WP_063840278.1|1|1|aac(6')-Iaf|aac(6')_Ia_fam|acetyltransferase|aminoglycoside_6'-N-acetyltransferase_AAC(6')-Iaf	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	279.7
RF0011	Acetyltransf_1	1028080895|WP_063840278.1|1|1|aac(6')-Iaf|aac(6')_Ia_fam|acetyltransferase|aminoglycoside_6'-N-acetyltransferase_AAC(6')-Iaf	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	45.8
RF0014	Acetyltransf_7	1028080895|WP_063840278.1|1|1|aac(6')-Iaf|aac(6')_Ia_fam|acetyltransferase|aminoglycoside_6'-N-acetyltransferase_AAC(6')-Iaf	PF13508.1 Acetyltransferase (GNAT) domain [ARO:3000000]	34.5
RF0004	AAC6-I	1028080896|WP_063840279.1|1|1|aac(6')-Iai|aac(6')_Ia_fam|acetyltransferase|aminoglycoside_6'-N-acetyltransferase_AAC(6')-Iai	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	241.2
RF0011	Acetyltransf_1	1028080896|WP_063840279.1|1|1|aac(6')-Iai|aac(6')_Ia_fam|acetyltransferase|aminoglycoside_6'-N-acetyltransferase_AAC(6')-Iai	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	47.1
RF0014	Acetyltransf_7	1028080896|WP_063840279.1|1|1|aac(6')-Iai|aac(6')_Ia_fam|acetyltransferase|aminoglycoside_6'-N-acetyltransferase_AAC(6')-Iai	PF13508.1 Acetyltransferase (GNAT) domain [ARO:3000000]	28.9
RF0005	AAC6-Ib	1028080897|WP_063840280.1|1|1|aac(6')-Ib|aac(6')-Ib|acetyltransferase|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	434.0
RF0015	Acetyltransf_8	1028080897|WP_063840280.1|1|1|aac(6')-Ib|aac(6')-Ib|acetyltransferase|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	PF13523.1 Acetyltransferase (GNAT) domain [ARO:3000000]	113.1
RF0012	Acetyltransf_3	1028080897|WP_063840280.1|1|1|aac(6')-Ib|aac(6')-Ib|acetyltransferase|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	PF13302.1 Acetyltransferase (GNAT) domain [ARO:3000000]	52.3
RF0011	Acetyltransf_1	1028080897|WP_063840280.1|1|1|aac(6')-Ib|aac(6')-Ib|acetyltransferase|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	48.1
RF0013	Acetyltransf_4	1028080897|WP_063840280.1|1|1|aac(6')-Ib|aac(6')-Ib|acetyltransferase|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	PF13420.1 Acetyltransferase (GNAT) domain [ARO:3000000]	36.6
RF0005	AAC6-Ib	1028080898|WP_063840281.1|1|1|aac(6')-Ib|aac(6')-Ib|acetyltransferase|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	Aminoglycoside Acetyltransferase (AAC6-Ib) [ARO:3001206]	430.9
