Accession	family	query_name	Resfams_description
MB-RF034	ClassA	gb|AAK82652.1|ARO:3000965|TEM-102	Class A beta-lactamase [ARO:3000078]	468.9
MB-RF127	TEM	gb|AAB39956.1|ARO:3000979|TEM-116	TEM beta-lactamase (class a) [ARO:3000014]	673.9
MB-RF034	ClassA	gb|AAB39956.1|ARO:3000979|TEM-116	Class A beta-lactamase [ARO:3000078]	472.9
MB-RF040	CMY	gb|ADK55605.1|ARO:3002066|CMY-55	CMY betalactamase (class C) [ARO:3000069]	849.9
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	gb|ADK55605.1|ARO:3002066|CMY-55	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	686.7
MB-RF036	ClassC-AmpC	gb|ADK55605.1|ARO:3002066|CMY-55	Class C beta-lactamases [ARO:3000076;ARO:3000019]	655.5
MB-RF157	vanY	gb|AAA65958.1|ARO:3002955|vanYA	VanY: glycopeptide resistance gene [ARO:3000077]	393.0
MB-RF048	CTX-M	gb|AAY84742.1|ARO:3001904|CTX-M-42	CTX-M beta-lactamase (class a) [ARO:3000016]	626.8
MB-RF034	ClassA	gb|AAY84742.1|ARO:3001904|CTX-M-42	Class A beta-lactamase [ARO:3000078]	392.3
MB-RF115	SHV	gb|ACI22621.1|ARO:3001154|SHV-105	SHV related beta-lactamase (class a)	662.6
MB-RF114	SHV-LEN	gb|ACI22621.1|ARO:3001154|SHV-105	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	657.0
MB-RF113	SHV-LEN-OKP	gb|ACI22621.1|ARO:3001154|SHV-105	A grouping of the related SHV, LEN, and OKP beta-lactamases (class a) [ARO:3000096]	651.4
MB-RF034	ClassA	gb|ACI22621.1|ARO:3001154|SHV-105	Class A beta-lactamase [ARO:3000078]	457.9
MB-RF040	CMY	gb|AFK73446.1|ARO:3002092|CMY-79	CMY betalactamase (class C) [ARO:3000069]	845.7
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	gb|AFK73446.1|ARO:3002092|CMY-79	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	685.6
MB-RF036	ClassC-AmpC	gb|AFK73446.1|ARO:3002092|CMY-79	Class C beta-lactamases [ARO:3000076;ARO:3000019]	653.8
MB-RF040	CMY	gb|ADT91162.1|ARO:3002067|CMY-56	CMY betalactamase (class C) [ARO:3000069]	850.0
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	gb|ADT91162.1|ARO:3002067|CMY-56	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	687.3
MB-RF036	ClassC-AmpC	gb|ADT91162.1|ARO:3002067|CMY-56	Class C beta-lactamases [ARO:3000076;ARO:3000019]	655.8
MB-RF101	OXA-cluster8	gb|AJA32744.1|ARO:3003149|OXA-426	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	620.4
MB-RF093	OXA	gb|AJA32744.1|ARO:3003149|OXA-426	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	411.5
MB-RF037	ClassD	gb|AJA32744.1|ARO:3003149|OXA-426	Class D beta-lactamases [ARO:3000075;ARO:3000017]	400.5
MB-RF040	CMY	gb|ADP02979.1|ARO:3002059|CMY-48	CMY betalactamase (class C) [ARO:3000069]	847.7
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	gb|ADP02979.1|ARO:3002059|CMY-48	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	688.0
MB-RF036	ClassC-AmpC	gb|ADP02979.1|ARO:3002059|CMY-48	Class C beta-lactamases [ARO:3000076;ARO:3000019]	656.6
MB-RF127	TEM	gb|AAT46413.1|ARO:3000972|TEM-109	TEM beta-lactamase (class a) [ARO:3000014]	670.0
MB-RF034	ClassA	gb|AAT46413.1|ARO:3000972|TEM-109	Class A beta-lactamase [ARO:3000078]	470.0
MB-RF159	VEB	gb|CAG27800.1|ARO:3003203|TLA-2	VEB beta-lactamases (class a) -- Separated from VEB-PER	267.7
MB-RF034	ClassA	gb|CAG27800.1|ARO:3003203|TLA-2	Class A beta-lactamase [ARO:3000078]	218.1
MB-RF115	SHV	gb|CAI76927.1|ARO:3001071|SHV-12	SHV related beta-lactamase (class a)	649.3
MB-RF114	SHV-LEN	gb|CAI76927.1|ARO:3001071|SHV-12	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	644.3
MB-RF113	SHV-LEN-OKP	gb|CAI76927.1|ARO:3001071|SHV-12	A grouping of the related SHV, LEN, and OKP beta-lactamases (class a) [ARO:3000096]	638.7
MB-RF034	ClassA	gb|CAI76927.1|ARO:3001071|SHV-12	Class A beta-lactamase [ARO:3000078]	456.2
MB-RF037	ClassD	gb|AAT01092.1|ARO:3001773|OXA-61	Class D beta-lactamases [ARO:3000075;ARO:3000017]	259.3
MB-RF093	OXA	gb|AAT01092.1|ARO:3001773|OXA-61	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	259.0
MB-RF030	CARB	gb|AAC09012.1|ARO:3002243|CARB-4	CARB-PSE beta-lactamases (class a) [ARO:3000091;ARO:3000092]	502.9
MB-RF034	ClassA	gb|AAC09012.1|ARO:3002243|CARB-4	Class A beta-lactamase [ARO:3000078]	325.7
MB-RF127	TEM	gb|AAC32889.2|ARO:3000912|TEM-43	TEM beta-lactamase (class a) [ARO:3000014]	669.0
MB-RF034	ClassA	gb|AAC32889.2|ARO:3000912|TEM-43	Class A beta-lactamase [ARO:3000078]	474.0
MB-RF047	PDC	gb|ACQ82813.1|ARO:3002507|PDC-8	PDC betalactamase (class C) [ARO:3000098]	875.0
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	gb|ACQ82813.1|ARO:3002507|PDC-8	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	606.2
MB-RF036	ClassC-AmpC	gb|ACQ82813.1|ARO:3002507|PDC-8	Class C beta-lactamases [ARO:3000076;ARO:3000019]	581.3
MB-RF058	ErmC	gb|CAB60001.1|ARO:3000326|ErmE	ErmC: Erm 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000250]	346.9
MB-RF055	Erm23SRibosomalRNAMethyltransferase	gb|CAB60001.1|ARO:3000326|ErmE	Emr 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000560]	342.5
MB-RF004	AAC6-I	gb|AAD03493.1|ARO:3002565|AAC(6')-Iu	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	88.4
MB-RF011	Aminoglycoside	gb|AAD03493.1|ARO:3002565|AAC(6')-Iu	Determinant of Aminoglycoside Resistance	26.5
MB-RF159	VEB	gb|ABN80430.1|ARO:3002375|VEB-5	VEB beta-lactamases (class a) -- Separated from VEB-PER	695.7
MB-RF034	ClassA	gb|ABN80430.1|ARO:3002375|VEB-5	Class A beta-lactamase [ARO:3000078]	257.1
MB-RF127	TEM	gb|AAG44570.1|ARO:3000954|TEM-87	TEM beta-lactamase (class a) [ARO:3000014]	664.1
MB-RF034	ClassA	gb|AAG44570.1|ARO:3000954|TEM-87	Class A beta-lactamase [ARO:3000078]	470.6
MB-RF070	LRA	gb|ACH58989.1|ARO:3002488|LRA-9	Beta-lactamases that are part of the LRA gene family) [ARO:3004228]	469.7
MB-RF071	LRA-B	gb|ACH58989.1|ARO:3002488|LRA-9	LRA beta-lactamase (subclass B3 (metallo-) beta-lactamase) [ARO:3000852]	457.8
MB-RF125	SubclassB3	gb|ACH58989.1|ARO:3002488|LRA-9	"Subclass B3 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000571]	226.1
MB-RF035	ClassB	gb|ACH58989.1|ARO:3002488|LRA-9	Class B beta-lactamase [ARO:3000004]	182.3
MB-RF034	ClassA	gb|ACH58989.1|ARO:3002488|LRA-9	Class A beta-lactamase [ARO:3000078]	107.3
MB-RF160	VIM	gb|AAZ73123.1|ARO:3002282|VIM-12	Verone integron-encoded (VIM) metallo-beta-lactamase (subclass B1 (metallo-) beta-lactamase) [ARO:3000021]	597.0
MB-RF035	ClassB	gb|AAZ73123.1|ARO:3002282|VIM-12	Class B beta-lactamase [ARO:3000004]	249.7
MB-RF123	SubclassB1	gb|AAZ73123.1|ARO:3002282|VIM-12	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	211.6
MB-RF014	ANT3	gb|AAN34365.1|ARO:3002604|aadA4	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	423.7
MB-RF012	ANT	gb|AAN34365.1|ARO:3002604|aadA4	Aminoglycoside Nucleotidyltransferase	363.8
MB-RF011	Aminoglycoside	gb|AAN34365.1|ARO:3002604|aadA4	Determinant of Aminoglycoside Resistance	278.1
MB-RF008	adeB	gb|AAC76539.1|ARO:3000796|mdtF	adeB: membrane fusion protein of multidrug efflux complex [ARO:3000775]	1711.4
MB-RF072	macA	gb|AAC76539.1|ARO:3000796|mdtF	macA: subunit of efflux pump conferring antibiotic resistance [ARO:3000533]	614.7
MB-RF108	RNDefflux	gb|AAC76539.1|ARO:3000796|mdtF	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	609.1
MB-RF006	ABCAntibioticEffluxPump	gb|AAC76539.1|ARO:3000796|mdtF	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	515.9
MB-RF086	MFSAntibioticEffluxPump	gb|AAC76539.1|ARO:3000796|mdtF	major facilitator superfamily (MFS) antibiotic efflux pump	482.0
MB-RF160	VIM	gb|AFN88953.1|ARO:3002304|VIM-34	Verone integron-encoded (VIM) metallo-beta-lactamase (subclass B1 (metallo-) beta-lactamase) [ARO:3000021]	595.0
MB-RF035	ClassB	gb|AFN88953.1|ARO:3002304|VIM-34	Class B beta-lactamase [ARO:3000004]	252.7
MB-RF123	SubclassB1	gb|AFN88953.1|ARO:3002304|VIM-34	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	212.2
MB-RF115	SHV	gb|ABA06586.1|ARO:3001119|SHV-64	SHV related beta-lactamase (class a)	666.7
MB-RF114	SHV-LEN	gb|ABA06586.1|ARO:3001119|SHV-64	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	662.1
MB-RF113	SHV-LEN-OKP	gb|ABA06586.1|ARO:3001119|SHV-64	A grouping of the related SHV, LEN, and OKP beta-lactamases (class a) [ARO:3000096]	657.1
MB-RF034	ClassA	gb|ABA06586.1|ARO:3001119|SHV-64	Class A beta-lactamase [ARO:3000078]	467.5
MB-RF065	IND	gb|BAJ05825.1|ARO:3002263|IND-7	IND beta-lactamases (subclass B1 (metallo-) beta-lactamase) [ARO:3000060]	526.5
MB-RF123	SubclassB1	gb|BAJ05825.1|ARO:3002263|IND-7	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	325.5
MB-RF035	ClassB	gb|BAJ05825.1|ARO:3002263|IND-7	Class B beta-lactamase [ARO:3000004]	240.8
MB-RF115	SHV	gb|AJO16042.1|ARO:3001364|SHV-182	SHV related beta-lactamase (class a)	667.6
MB-RF114	SHV-LEN	gb|AJO16042.1|ARO:3001364|SHV-182	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	662.7
MB-RF113	SHV-LEN-OKP	gb|AJO16042.1|ARO:3001364|SHV-182	A grouping of the related SHV, LEN, and OKP beta-lactamases (class a) [ARO:3000096]	657.6
MB-RF034	ClassA	gb|AJO16042.1|ARO:3001364|SHV-182	Class A beta-lactamase [ARO:3000078]	465.8
MB-RF127	TEM	gb|ADR71220.1|ARO:3001045|TEM-183	TEM beta-lactamase (class a) [ARO:3000014]	671.3
MB-RF034	ClassA	gb|ADR71220.1|ARO:3001045|TEM-183	Class A beta-lactamase [ARO:3000078]	472.3
MB-RF032	Cfr23RibosomalRNAMethyltransferase	gb|BAH45481.1|ARO:3002815|clbB	Cfr 23S ribosomal RNA methyltransferase [ARO:3000202]	510.3
MB-RF006	ABCAntibioticEffluxPump	gb|CAA45050.1|ARO:3002828|srmB	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	68.0
MB-RF048	CTX-M	gb|AEM44652.1|ARO:3001972|CTX-M-112	CTX-M beta-lactamase (class a) [ARO:3000016]	628.8
MB-RF034	ClassA	gb|AEM44652.1|ARO:3001972|CTX-M-112	Class A beta-lactamase [ARO:3000078]	399.4
MB-RF048	CTX-M	gb|AAV97955.1|ARO:3001912|CTX-M-50	CTX-M beta-lactamase (class a) [ARO:3000016]	628.1
MB-RF034	ClassA	gb|AAV97955.1|ARO:3001912|CTX-M-50	Class A beta-lactamase [ARO:3000078]	397.8
MB-RF127	TEM	gb|BAL68178.1|ARO:3001057|TEM-198	TEM beta-lactamase (class a) [ARO:3000014]	671.5
MB-RF034	ClassA	gb|BAL68178.1|ARO:3001057|TEM-198	Class A beta-lactamase [ARO:3000078]	470.4
MB-RF120	SME	gb|AHV85514.1|ARO:3002383|SME-5	SME beta-lactamase (class a) [ARO:3000055]	696.9
MB-RF034	ClassA	gb|AHV85514.1|ARO:3002383|SME-5	Class A beta-lactamase [ARO:3000078]	355.6
MB-RF039	CMY-MOX-FOX	gb|BAB72158.1|ARO:3002020|CMY-9	A grouping of related CMY, MOX, FOX betalactamase (class C)	856.0
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	gb|BAB72158.1|ARO:3002020|CMY-9	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	602.7
MB-RF036	ClassC-AmpC	gb|BAB72158.1|ARO:3002020|CMY-9	Class C beta-lactamases [ARO:3000076;ARO:3000019]	579.0
MB-RF004	AAC6-I	gb|AAX38178.1|ARO:3002634|APH(2'')-Ie	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	116.9
MB-RF011	Aminoglycoside	gb|AAX38178.1|ARO:3002634|APH(2'')-Ie	Determinant of Aminoglycoside Resistance	16.6
MB-RF145	TetY	gb|CAA42594.1|ARO:3002690|cml	tetY: tetracycline resistance MFS efflux pump [ARO:3000182]	244.9
MB-RF086	MFSAntibioticEffluxPump	gb|CAA42594.1|ARO:3002690|cml	major facilitator superfamily (MFS) antibiotic efflux pump	26.1
MB-RF005	AAC6-II	gb|AAA25680.1|ARO:3002595|AAC(6')-IIb	Aminoglycoside Acetyltransferase (AAC6-II) [ARO:3001208]	361.4
MB-RF004	AAC6-I	gb|AAA25680.1|ARO:3002595|AAC(6')-IIb	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	176.9
MB-RF011	Aminoglycoside	gb|AAA25680.1|ARO:3002595|AAC(6')-IIb	Determinant of Aminoglycoside Resistance	59.3
MB-RF152	vanR	gb|AAB05622.1|ARO:3002921|vanRB	"VanR: transcriptional activator regulating VanA, VanH and VanX" [ARO:3000574]	283.1
MB-RF124	SubclassB2	gb|CAA40386.1|ARO:3003103|cphA7	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	567.3
MB-RF035	ClassB	gb|CAA40386.1|ARO:3003103|cphA7	Class B beta-lactamase [ARO:3000004]	190.1
MB-RF063	IMP	gb|CAD12765.1|ARO:3002203|IMP-12	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	514.2
MB-RF123	SubclassB1	gb|CAD12765.1|ARO:3002203|IMP-12	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	268.0
MB-RF035	ClassB	gb|CAD12765.1|ARO:3002203|IMP-12	Class B beta-lactamase [ARO:3000004]	255.6
MB-RF099	OXA-cluster6	gb|AFM55000.1|ARO:3001692|OXA-229	OXA beta-lactamase (cluster 6), part of ClassD beta-lactamase [ARO:3000017]	543.0
MB-RF093	OXA	gb|AFM55000.1|ARO:3001692|OXA-229	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	366.8
MB-RF037	ClassD	gb|AFM55000.1|ARO:3001692|OXA-229	Class D beta-lactamases [ARO:3000075;ARO:3000017]	360.6
MB-RF101	OXA-cluster8	gb|CAK50801.1|ARO:3001646|OXA-98	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	622.6
MB-RF093	OXA	gb|CAK50801.1|ARO:3001646|OXA-98	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	412.1
MB-RF037	ClassD	gb|CAK50801.1|ARO:3001646|OXA-98	Class D beta-lactamases [ARO:3000075;ARO:3000017]	401.1
MB-RF100	OXA-cluster7	gb|AAG35609.2|ARO:3001422|OXA-27	OXA beta-lactamase (cluster 7), part of ClassD beta-lactamase [ARO:3000017]	569.4
MB-RF093	OXA	gb|AAG35609.2|ARO:3001422|OXA-27	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	375.7
MB-RF037	ClassD	gb|AAG35609.2|ARO:3001422|OXA-27	Class D beta-lactamases [ARO:3000075;ARO:3000017]	367.5
MB-RF115	SHV	gb|ABH04327.1|ARO:3001144|SHV-92	SHV related beta-lactamase (class a)	665.2
MB-RF114	SHV-LEN	gb|ABH04327.1|ARO:3001144|SHV-92	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	660.7
MB-RF113	SHV-LEN-OKP	gb|ABH04327.1|ARO:3001144|SHV-92	A grouping of the related SHV, LEN, and OKP beta-lactamases (class a) [ARO:3000096]	655.9
MB-RF034	ClassA	gb|ABH04327.1|ARO:3001144|SHV-92	Class A beta-lactamase [ARO:3000078]	462.3
MB-RF014	ANT3	gb|ACJ47200.1|ARO:3002612|aadA12	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	512.1
MB-RF012	ANT	gb|ACJ47200.1|ARO:3002612|aadA12	Aminoglycoside Nucleotidyltransferase	477.4
MB-RF011	Aminoglycoside	gb|ACJ47200.1|ARO:3002612|aadA12	Determinant of Aminoglycoside Resistance	391.6
MB-RF118	OKP-A	gb|ACN65419.1|ARO:3002432|OKP-A-15	variant A of OKP beta-lactamase (class a)	642.9
MB-RF117	OKP	gb|ACN65419.1|ARO:3002432|OKP-A-15	OKP related beta-lactamase (class a)	635.2
MB-RF113	SHV-LEN-OKP	gb|ACN65419.1|ARO:3002432|OKP-A-15	A grouping of the related SHV, LEN, and OKP beta-lactamases (class a) [ARO:3000096]	597.3
MB-RF034	ClassA	gb|ACN65419.1|ARO:3002432|OKP-A-15	Class A beta-lactamase [ARO:3000078]	433.0
MB-RF023	baeS	gb|BAB38260.1|ARO:3000830|cpxA	baeS: subunit of gene modulating antibiotic efflux [ARO:3000829]	564.2
MB-RF060	GMR	gb|BAB38260.1|ARO:3000830|cpxA	determinant of Gene Modulating Resistance	106.6
MB-RF085	MexX	gb|CAJ77856.1|ARO:3000777|adeF	mexX: subunit of efflux pump conferring antibiotic resistance [ARO:3001214]	1329.0
MB-RF108	RNDefflux	gb|CAJ77856.1|ARO:3000777|adeF	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	611.8
MB-RF072	macA	gb|CAJ77856.1|ARO:3000777|adeF	macA: subunit of efflux pump conferring antibiotic resistance [ARO:3000533]	580.4
MB-RF006	ABCAntibioticEffluxPump	gb|CAJ77856.1|ARO:3000777|adeF	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	484.9
MB-RF086	MFSAntibioticEffluxPump	gb|CAJ77856.1|ARO:3000777|adeF	major facilitator superfamily (MFS) antibiotic efflux pump	433.8
MB-RF127	TEM	gb|AFC75525.1|ARO:3001055|TEM-195	TEM beta-lactamase (class a) [ARO:3000014]	665.1
MB-RF034	ClassA	gb|AFC75525.1|ARO:3001055|TEM-195	Class A beta-lactamase [ARO:3000078]	465.2
MB-RF004	AAC6-I	gb|BAH66386.1|ARO:3002574|AAC(6')-Iaf	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	90.3
MB-RF011	Aminoglycoside	gb|BAH66386.1|ARO:3002574|AAC(6')-Iaf	Determinant of Aminoglycoside Resistance	20.8
MB-RF109	robA	gb|BAA03674.1|ARO:3001300|myrA	robA: transcriptional activator of AcrAB antibiotic efflux pump [ARO:3000825]	411.9
MB-RF060	GMR	gb|BAA03674.1|ARO:3001300|myrA	determinant of Gene Modulating Resistance	24.3
MB-RF006	ABCAntibioticEffluxPump	gb|ABH10964.1|ARO:3002830|vgaALC	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	97.2
MB-RF098	OXA-cluster5	gb|AFH36332.1|ARO:3001677|OXA-236	OXA beta-lactamase (cluster 5), part of ClassD beta-lactamase [ARO:3000017]	580.2
MB-RF093	OXA	gb|AFH36332.1|ARO:3001677|OXA-236	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	371.3
MB-RF037	ClassD	gb|AFH36332.1|ARO:3001677|OXA-236	Class D beta-lactamases [ARO:3000075;ARO:3000017]	360.6
MB-RF115	SHV	gb|ACB73258.1|ARO:3001112|SHV-56	SHV related beta-lactamase (class a)	667.9
MB-RF114	SHV-LEN	gb|ACB73258.1|ARO:3001112|SHV-56	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	663.0
MB-RF113	SHV-LEN-OKP	gb|ACB73258.1|ARO:3001112|SHV-56	A grouping of the related SHV, LEN, and OKP beta-lactamases (class a) [ARO:3000096]	657.9
MB-RF034	ClassA	gb|ACB73258.1|ARO:3001112|SHV-56	Class A beta-lactamase [ARO:3000078]	466.3
MB-RF067	KPC	gb|ACI95258.1|ARO:3002318|KPC-8	Klebsiella pneumoniae carbapenem resistant (KPC) beta-lactamases (class a) [ARO:3000059]	683.3
MB-RF034	ClassA	gb|ACI95258.1|ARO:3002318|KPC-8	Class A beta-lactamase [ARO:3000078]	360.3
MB-RF101	OXA-cluster8	gb|AHL30276.1|ARO:3001562|OXA-376	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	618.7
MB-RF093	OXA	gb|AHL30276.1|ARO:3001562|OXA-376	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	410.0
MB-RF037	ClassD	gb|AHL30276.1|ARO:3001562|OXA-376	Class D beta-lactamases [ARO:3000075;ARO:3000017]	399.4
MB-RF149	vanC	gb|AEP40500.1|ARO:3002912|vanN	VanC: D-Ala-D-Ala ligase that can synthesize D-Ala-D-Ser [ARO:3000368]	634.1
MB-RF160	VIM	gb|AFP99885.1|ARO:3002299|VIM-29	Verone integron-encoded (VIM) metallo-beta-lactamase (subclass B1 (metallo-) beta-lactamase) [ARO:3000021]	593.5
MB-RF035	ClassB	gb|AFP99885.1|ARO:3002299|VIM-29	Class B beta-lactamase [ARO:3000004]	253.4
MB-RF123	SubclassB1	gb|AFP99885.1|ARO:3002299|VIM-29	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	214.0
MB-RF142	Tetracycline_Resistance_MFS_Efflux_Pump	gb|ACD35503.1|ARO:3000572|tet(42)	tetracycline resistance MFS efflux pump: selectively pump out tetracycline or tetracycline derivatives [ARO:3000239]	262.3
MB-RF086	MFSAntibioticEffluxPump	gb|ACD35503.1|ARO:3000572|tet(42)	major facilitator superfamily (MFS) antibiotic efflux pump	113.4
MB-RF142	Tetracycline_Resistance_MFS_Efflux_Pump	gb|AEM62948.1|ARO:3003196|tet(45)	tetracycline resistance MFS efflux pump: selectively pump out tetracycline or tetracycline derivatives [ARO:3000239]	217.1
MB-RF086	MFSAntibioticEffluxPump	gb|AEM62948.1|ARO:3003196|tet(45)	major facilitator superfamily (MFS) antibiotic efflux pump	60.3
MB-RF133	TetE	gb|AAA71915.1|ARO:3000173|tet(E)	tetE: tetracycline resistance MFS efflux pump [ARO:3000173]	929.7
MB-RF142	Tetracycline_Resistance_MFS_Efflux_Pump	gb|AAA71915.1|ARO:3000173|tet(E)	tetracycline resistance MFS efflux pump: selectively pump out tetracycline or tetracycline derivatives [ARO:3000239]	369.0
MB-RF086	MFSAntibioticEffluxPump	gb|AAA71915.1|ARO:3000173|tet(E)	major facilitator superfamily (MFS) antibiotic efflux pump	189.8
MB-RF040	CMY	gb|BAF95726.1|ARO:3002050|CMY-39	CMY betalactamase (class C) [ARO:3000069]	838.3
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	gb|BAF95726.1|ARO:3002050|CMY-39	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	682.2
MB-RF036	ClassC-AmpC	gb|BAF95726.1|ARO:3002050|CMY-39	Class C beta-lactamases [ARO:3000076;ARO:3000019]	650.9
MB-RF160	VIM	gb|ABW90721.1|ARO:3002287|VIM-17	Verone integron-encoded (VIM) metallo-beta-lactamase (subclass B1 (metallo-) beta-lactamase) [ARO:3000021]	597.0
MB-RF035	ClassB	gb|ABW90721.1|ARO:3002287|VIM-17	Class B beta-lactamase [ARO:3000004]	247.1
MB-RF123	SubclassB1	gb|ABW90721.1|ARO:3002287|VIM-17	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	207.3
MB-RF063	IMP	gb|AEU17778.1|ARO:3002224|IMP-33	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	528.5
MB-RF123	SubclassB1	gb|AEU17778.1|ARO:3002224|IMP-33	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	270.5
MB-RF035	ClassB	gb|AEU17778.1|ARO:3002224|IMP-33	Class B beta-lactamase [ARO:3000004]	259.4
MB-RF063	IMP	gb|ABM67078.1|ARO:3002210|IMP-19	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	539.1
MB-RF123	SubclassB1	gb|ABM67078.1|ARO:3002210|IMP-19	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	273.7
MB-RF035	ClassB	gb|ABM67078.1|ARO:3002210|IMP-19	Class B beta-lactamase [ARO:3000004]	268.6
MB-RF127	TEM	gb|AAF05612.1|ARO:3000944|TEM-78	TEM beta-lactamase (class a) [ARO:3000014]	664.7
MB-RF034	ClassA	gb|AAF05612.1|ARO:3000944|TEM-78	Class A beta-lactamase [ARO:3000078]	465.8
MB-RF033	CfxA	gb|AAD23513.1|ARO:3003002|CfxA2	CfxA cephalosporin (class a) [ARO:3001211]	741.1
MB-RF034	ClassA	gb|AAD23513.1|ARO:3003002|CfxA2	Class A beta-lactamase [ARO:3000078]	262.0
MB-RF048	CTX-M	gb|AAN38836.1|ARO:3001886|CTX-M-24	CTX-M beta-lactamase (class a) [ARO:3000016]	628.5
MB-RF034	ClassA	gb|AAN38836.1|ARO:3001886|CTX-M-24	Class A beta-lactamase [ARO:3000078]	401.2
