Protein identifier	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
MEG_1064|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME	aph(3')-XV	aminoglycoside O-phosphotransferase APH(3')-XV	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	EXACTP	265	264	100.00	100.00	264	WP_019407932.1	aminoglycoside O-phosphotransferase APH(3')-XV	NF033063.0	aminoglycoside O-phosphotransferase APH(3')-XV
MEG_1065|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME	aph(3')-VIa	aminoglycoside O-phosphotransferase APH(3')-VIa	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	BLASTP	260	259	100.00	99.61	259	WP_000422636.1	aminoglycoside O-phosphotransferase APH(3')-VIa	NF033062.0	APH(3')-VI family aminoglycoside O-phosphotransferase
MEG_1066|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME	aph(3')-VIII	aminoglycoside O-phosphotransferase APH(3')-VIII	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	EXACTP	268	267	100.00	100.00	267	WP_030183523.1	aminoglycoside O-phosphotransferase APH(3')-VIII	NF033066.0	aminoglycoside O-phosphotransferase APH(3')-VIII
MEG_1067|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME	aph(3')-IIc	aminoglycoside O-phosphotransferase APH(3')-IIc	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTP	268	267	100.00	100.00	267	WP_063841661.1	aminoglycoside O-phosphotransferase APH(3')-IIc	NF032898.1	APH(3')-II family aminoglycoside O-phosphotransferase
MEG_1068|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME	aph(3')-Va	aminoglycoside O-phosphotransferase APH(3')-Va	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTP	269	268	100.00	100.00	268	WP_063842176.1	aminoglycoside O-phosphotransferase APH(3')-Va	NF032897.1	APH(3')-V family aminoglycoside O-phosphotransferase
MEG_1069|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME	aph(3')-VI	APH(3')-VI family aminoglycoside O-phosphotransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	EXACTP	260	259	100.00	100.00	259	WP_014386410.1	APH(3')-VI family aminoglycoside O-phosphotransferase	NF033062.0	APH(3')-VI family aminoglycoside O-phosphotransferase
MEG_106|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTP	185	184	100.00	100.00	184	WP_071593230.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	NF033074.0	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
MEG_1070|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME	aph(3')-Ib	aminoglycoside O-phosphotransferase APH(3')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	BLASTP	272	271	100.00	99.63	271	WP_038404948.1	aminoglycoside O-phosphotransferase APH(3')-Ib	NF033059.2	APH(3')-I family aminoglycoside O-phosphotransferase
MEG_1071|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME	aph(3')-Vb	aminoglycoside O-phosphotransferase APH(3')-Vb	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTP	264	263	100.00	100.00	263	WP_063842177.1	aminoglycoside O-phosphotransferase APH(3')-Vb	NF032897.1	APH(3')-V family aminoglycoside O-phosphotransferase
MEG_1072|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME	aph(3')-VIIa	aminoglycoside O-phosphotransferase APH(3')-VIIa	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	EXACTP	251	250	100.00	100.00	250	WP_063842175.1	aminoglycoside O-phosphotransferase APH(3')-VIIa	NF033067.1	aminoglycoside O-phosphotransferase APH(3')-VIIa
MEG_1073|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME	aph(3')-Vc	aminoglycoside O-phosphotransferase APH(3')-Vc	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTP	265	264	100.00	100.00	264	WP_063842179.1	aminoglycoside O-phosphotransferase APH(3')-Vc	NF032897.1	APH(3')-V family aminoglycoside O-phosphotransferase
MEG_1074|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME	aph(3')-IVa	aminoglycoside O-phosphotransferase APH(3')-IVa	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTP	263	262	100.00	100.00	262	WP_063841674.1	aminoglycoside O-phosphotransferase APH(3')-IVa	NF033065.0	aminoglycoside O-phosphotransferase APH(3')-IVa
MEG_1075|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME	aph(3')-VIa	aminoglycoside O-phosphotransferase APH(3')-VIa	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	EXACTP	260	259	100.00	100.00	259	WP_000422636.1	aminoglycoside O-phosphotransferase APH(3')-VIa	NF033062.0	APH(3')-VI family aminoglycoside O-phosphotransferase
MEG_1076|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME	aph(3')-IIb	aminoglycoside O-phosphotransferase APH(3')-IIb	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTP	269	268	100.00	100.00	268	WP_003132309.1	aminoglycoside O-phosphotransferase APH(3')-IIb	NF032898.1	APH(3')-II family aminoglycoside O-phosphotransferase
MEG_107|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	EXACTP	147	146	100.00	100.00	146	WP_004770322.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	NF000224.3	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
MEG_1080|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME	aph(3')-IIa	aminoglycoside O-phosphotransferase APH(3')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	BLASTP	265	264	100.00	99.62	264	WP_000572405.1	aminoglycoside O-phosphotransferase APH(3')-IIa	NF032898.1	APH(3')-II family aminoglycoside O-phosphotransferase
MEG_1081|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME	aph(3')-VIa	aminoglycoside O-phosphotransferase APH(3')-VIa	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	BLASTP	260	259	100.00	98.84	259	WP_000422636.1	aminoglycoside O-phosphotransferase APH(3')-VIa	NF033062.0	APH(3')-VI family aminoglycoside O-phosphotransferase
MEG_1082|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH4	aph(4)-Ia	aminoglycoside O-phosphotransferase APH(4)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	HYGROMYCIN	EXACTP	342	341	100.00	100.00	341	WP_000742814.1	aminoglycoside O-phosphotransferase APH(4)-Ia	NF000107.2	aminoglycoside O-phosphotransferase APH(4)-Ia
MEG_1084|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	279	278	100.00	100.00	278	WP_000480972.1	aminoglycoside O-phosphotransferase APH(6)-Id	NF012171.0	APH(6)-I family aminoglycoside O-phosphotransferase
MEG_1085|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	279	278	100.00	100.00	278	WP_063842184.1	aminoglycoside O-phosphotransferase APH(6)-Id	NF012171.0	APH(6)-I family aminoglycoside O-phosphotransferase
MEG_1086|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	279	278	100.00	100.00	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id	NF012171.0	APH(6)-I family aminoglycoside O-phosphotransferase
MEG_1087|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	279	278	100.00	100.00	278	WP_011161217.1	aminoglycoside O-phosphotransferase APH(6)-Id	NF012171.0	APH(6)-I family aminoglycoside O-phosphotransferase
MEG_1088|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	aph(6)-Ia	aminoglycoside O-phosphotransferase APH(6)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	308	307	100.00	100.00	307	WP_003970239.1	aminoglycoside O-phosphotransferase APH(6)-Ia	NF012171.0	APH(6)-I family aminoglycoside O-phosphotransferase
MEG_108|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	EXACTP	147	146	100.00	100.00	146	WP_047426753.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	NF000224.3	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
MEG_1090|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	aph(6)-Ic	aminoglycoside O-phosphotransferase APH(6)-Ic	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	281	280	100.00	100.00	280	WP_000116906.1	aminoglycoside O-phosphotransferase APH(6)-Ic	NF000011.2	aminoglycoside O-phosphotransferase APH(6)-Ic
MEG_1091|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	279	278	100.00	100.00	278	WP_063842183.1	aminoglycoside O-phosphotransferase APH(6)-Id	NF012171.0	APH(6)-I family aminoglycoside O-phosphotransferase
MEG_1093|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	aph(6)-Ib	aminoglycoside O-phosphotransferase APH(6)-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	308	307	100.00	100.00	307	WP_052413554.1	aminoglycoside O-phosphotransferase APH(6)-Ib	NF012171.0	APH(6)-I family aminoglycoside O-phosphotransferase
MEG_1094|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	aph(6)-Ia	aminoglycoside O-phosphotransferase APH(6)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	308	307	100.00	100.00	307	WP_063842181.1	aminoglycoside O-phosphotransferase APH(6)-Ia	NF012171.0	APH(6)-I family aminoglycoside O-phosphotransferase
MEG_1098|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH7-DPRIME	aph(7'')-Ia	aminoglycoside O-phosphotransferase APH(7'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	HYGROMYCIN	BLASTP	333	332	100.00	99.70	332	WP_063842185.1	aminoglycoside O-phosphotransferase APH(7'')-Ia	NF000137.2	aminoglycoside O-phosphotransferase APH(7'')-Ia
MEG_1099|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH9	aph(9)-Ia	aminoglycoside O-phosphotransferase APH(9)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN	EXACTP	331	330	100.00	100.00	330	WP_011215574.1	aminoglycoside O-phosphotransferase APH(9)-Ia	NF000052.4	aminoglycoside O-phosphotransferase APH(9)-Ia
MEG_109|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	EXACTP	147	146	100.00	100.00	146	WP_005259042.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	NF000224.3	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
MEG_1100|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH9	aph(9)-Ib	aminoglycoside O-phosphotransferase APH(9)-Ib	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN	EXACTP	331	330	100.00	100.00	330	WP_063842186.1	aminoglycoside O-phosphotransferase APH(9)-Ib	NF000029.2	aminoglycoside O-phosphotransferase APH(9)-Ib
MEG_1101|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH9	aph(9)-Ia	aminoglycoside O-phosphotransferase APH(9)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN	EXACTP	332	331	100.00	100.00	331	WP_038839037.1	aminoglycoside O-phosphotransferase APH(9)-Ia	NF000052.4	aminoglycoside O-phosphotransferase APH(9)-Ia
MEG_1102|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|APMA	apmA	aminocyclitol acetyltransferase ApmA	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTP	275	274	100.00	100.00	274	WP_015059965.1	aminocyclitol acetyltransferase ApmA	NF000084.1	aminocyclitol acetyltransferase ApmA
MEG_1103|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|APMA	apmA	aminocyclitol acetyltransferase ApmA	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTP	275	274	100.00	100.00	274	WP_032494221.1	aminocyclitol acetyltransferase ApmA	NF000084.1	aminocyclitol acetyltransferase ApmA
MEG_1104|Drugs|betalactams|Class_C_betalactamases|AQU	blaAQU	AQU family class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	381	380	100.00	100.00	380	WP_099156042.1	AQU family class C beta-lactamase	NF033467.0	AQU family class C beta-lactamase
MEG_1105|Drugs|betalactams|Class_C_betalactamases|AQU	blaAQU	AQU family class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	381	380	100.00	100.00	380	WP_148044401.1	AQU family class C beta-lactamase	NF033467.0	AQU family class C beta-lactamase
MEG_1106|Drugs|betalactams|Class_C_betalactamases|AQU	blaAQU	AQU family class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	383	382	100.00	100.00	382	WP_148044402.1	AQU family class C beta-lactamase	NF033467.0	AQU family class C beta-lactamase
MEG_1108|Drugs|betalactams|Class_A_betalactamases|ARL	blaARL	class A beta-lactamase ARL-4	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	283	282	100.00	100.00	282	WP_087587934.1	class A beta-lactamase ARL-4	NF033386.1	ARL family class A beta-lactamase
MEG_1109|Drugs|betalactams|Class_A_betalactamases|ARL	blaARL	class A beta-lactamase ARL-2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	283	282	100.00	100.00	282	WP_021459345.1	class A beta-lactamase ARL-2	NF033386.1	ARL family class A beta-lactamase
MEG_110|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	EXACTP	147	146	100.00	100.00	146	WP_032870384.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	NF000224.3	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
MEG_1110|Drugs|betalactams|Class_A_betalactamases|ARL	blaARL	class A beta-lactamase ARL-3	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	283	282	100.00	100.00	282	WP_087587935.1	class A beta-lactamase ARL-3	NF033386.1	ARL family class A beta-lactamase
MEG_1111|Drugs|betalactams|Class_A_betalactamases|ARL	blaARL	class A beta-lactamase ARL-5	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	283	282	100.00	100.00	282	WP_087587937.1	class A beta-lactamase ARL-5	NF033386.1	ARL family class A beta-lactamase
MEG_1112|Drugs|betalactams|Class_A_betalactamases|ARL	blaARL	class A beta-lactamase ARL-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	283	282	100.00	100.00	282	WP_087587936.1	class A beta-lactamase ARL-1	NF033386.1	ARL family class A beta-lactamase
MEG_1113|Drugs|betalactams|Class_A_betalactamases|ARL	blaARL	class A beta-lactamase ARL-6	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	283	282	100.00	100.00	282	WP_087587938.1	class A beta-lactamase ARL-6	NF033386.1	ARL family class A beta-lactamase
MEG_111|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	EXACTP	147	146	100.00	100.00	146	WP_009510932.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	NF000224.3	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
MEG_1120|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|ARMA	armA	ArmA family 16S rRNA (guanine(1405)-N(7))-methyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTP	258	257	100.00	100.00	257	WP_000359986.1	ArmA family 16S rRNA (guanine(1405)-N(7))-methyltransferase	NF000466.2	Rmt family 16S rRNA (guanine(1405)-N(7))-methyltransferase
MEG_1123|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR	arr-3	NAD(+)--rifampin ADP-ribosyltransferase Arr-3	core	AMR	AMR	RIFAMYCIN	RIFAMYCIN	EXACTP	151	150	100.00	100.00	150	WP_071846280.1	NAD(+)--rifampin ADP-ribosyltransferase Arr-3	NF033144.1	NAD(+)--rifampin ADP-ribosyltransferase
MEG_1124|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR	arr-3	NAD(+)--rifampin ADP-ribosyltransferase Arr-3	core	AMR	AMR	RIFAMYCIN	RIFAMYCIN	EXACTP	151	150	100.00	100.00	150	WP_071846202.1	NAD(+)--rifampin ADP-ribosyltransferase Arr-3	NF033144.1	NAD(+)--rifampin ADP-ribosyltransferase
MEG_1126|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR	arr	NAD(+)--rifampin ADP-ribosyltransferase	core	AMR	AMR	RIFAMYCIN	RIFAMYCIN	EXACTP	138	137	100.00	100.00	137	WP_012695486.1	NAD(+)--rifampin ADP-ribosyltransferase	NF000066.1	NAD(+)--rifampin ADP-ribosyltransferase
MEG_1127|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR	arr-3	NAD(+)--rifampin ADP-ribosyltransferase Arr-3	core	AMR	AMR	RIFAMYCIN	RIFAMYCIN	EXACTP	151	150	100.00	100.00	150	WP_001749986.1	NAD(+)--rifampin ADP-ribosyltransferase Arr-3	NF033144.1	NAD(+)--rifampin ADP-ribosyltransferase
MEG_1128|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR	arr	NAD(+)--rifampin ADP-ribosyltransferase	core	AMR	AMR	RIFAMYCIN	RIFAMYCIN	BLASTP	144	143	100.00	99.30	143	WP_063842202.1	NAD(+)--rifampin ADP-ribosyltransferase	NF000318.1	NAD(+)--rifampin ADP-ribosyltransferase
MEG_1129|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR	arr	NAD(+)--rifampin ADP-ribosyltransferase Arr-2	core	AMR	AMR	RIFAMYCIN	RIFAMYCIN	EXACTP	151	150	100.00	100.00	150	WP_000237816.1	NAD(+)--rifampin ADP-ribosyltransferase Arr-2	NF033144.1	NAD(+)--rifampin ADP-ribosyltransferase
MEG_112|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	EXACTP	147	146	100.00	100.00	146	WP_032874497.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	NF000224.3	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
MEG_1130|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR	arr	NAD(+)--rifampin ADP-ribosyltransferase Arr-4	core	AMR	AMR	RIFAMYCIN	RIFAMYCIN	EXACTP	151	150	100.00	100.00	150	WP_033959319.1	NAD(+)--rifampin ADP-ribosyltransferase Arr-4	NF033144.1	NAD(+)--rifampin ADP-ribosyltransferase
MEG_1131|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR	arr	NAD(+)--rifampin ADP-ribosyltransferase Arr-5	core	AMR	AMR	RIFAMYCIN	RIFAMYCIN	EXACTP	151	150	100.00	100.00	150	WP_052238312.1	NAD(+)--rifampin ADP-ribosyltransferase Arr-5	NF033144.1	NAD(+)--rifampin ADP-ribosyltransferase
MEG_1133|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR	arr	NAD(+)--rifampin ADP-ribosyltransferase Arr-7	core	AMR	AMR	RIFAMYCIN	RIFAMYCIN	EXACTP	151	150	100.00	100.00	150	WP_044059783.1	NAD(+)--rifampin ADP-ribosyltransferase Arr-7	NF033144.1	NAD(+)--rifampin ADP-ribosyltransferase
MEG_1134|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR	arr	NAD(+)--rifampin ADP-ribosyltransferase Arr-8	core	AMR	AMR	RIFAMYCIN	RIFAMYCIN	EXACTP	151	150	100.00	100.00	150	WP_063857695.1	NAD(+)--rifampin ADP-ribosyltransferase Arr-8	NF033144.1	NAD(+)--rifampin ADP-ribosyltransferase
MEG_1135|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR	arr	NAD(+)--rifampin ADP-ribosyltransferase	core	AMR	AMR	RIFAMYCIN	RIFAMYCIN	EXACTP	181	150	100.00	100.00	150	WP_063842207.1	NAD(+)--rifampin ADP-ribosyltransferase	NF033144.1	NAD(+)--rifampin ADP-ribosyltransferase
MEG_1136|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR	arr	NAD(+)--rifampin ADP-ribosyltransferase Arr-6	core	AMR	AMR	RIFAMYCIN	RIFAMYCIN	EXACTP	151	150	100.00	100.00	150	WP_063857694.1	NAD(+)--rifampin ADP-ribosyltransferase Arr-6	NF033144.1	NAD(+)--rifampin ADP-ribosyltransferase
MEG_1137|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR	arr	NAD(+)--rifampin ADP-ribosyltransferase Arr-6	core	AMR	AMR	RIFAMYCIN	RIFAMYCIN	EXACTP	151	150	100.00	100.00	150	WP_063842214.1	NAD(+)--rifampin ADP-ribosyltransferase Arr-6	NF033144.1	NAD(+)--rifampin ADP-ribosyltransferase
MEG_113|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	EXACTP	147	146	100.00	100.00	146	WP_032880374.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	NF000224.3	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
MEG_114|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	EXACTP	146	145	100.00	100.00	145	WP_005197871.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	NF000224.3	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
MEG_115|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	EXACTP	146	145	100.00	100.00	145	WP_008940904.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	NF000224.3	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
MEG_116|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	EXACTP	146	145	100.00	100.00	145	WP_005091170.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	NF000224.3	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
MEG_117|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	aac(6')-I	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	EXACTP	146	145	100.00	100.00	145	WP_017395772.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	NF000224.3	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
MEG_1183|Drugs|betalactams|Class_A_betalactamases|AST	blaAST	AST family class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	311	310	100.00	99.68	310	WP_063857821.1	class A broad-spectrum beta-lactamase AST-1	NF033103.1	class A beta-lactamase
MEG_1184|Drugs|betalactams|Class_A_betalactamases|AXC	blaAXC	carbapenem-hydrolyzing class A beta-lactamase AXC-1	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	299	298	100.00	100.00	298	WP_020924773.1	carbapenem-hydrolyzing class A beta-lactamase AXC-1	NF033929.1	AXC family carbapenem-hydrolyzing class A beta-lactamase
